household_id,gt2,hh_workers,hispanic_status_of_head,num_workers,race_of_head,hh_income,age_of_head,recent_mover,seniors,VEHICL,hh_age_of_head,income,hh_size,hh_children,lcm_county_id,tenure_mover,serialno,tenure,sf_detached,hh_race_of_head,hh_cars,hh_seniors,block_id,gt55,hispanic_head,hh_type,hhsize,TAZ,HHT,sample_rate,chunk_id,income_in_thousands,income_segment,median_value_of_time,hh_value_of_time,num_non_workers,num_drivers,num_adults,num_children,num_young_children,num_children_5_to_15,num_children_16_to_17,num_college_age,num_young_adults,non_family,family,home_is_urban,home_is_rural,auto_ownership,av,hh_work_auto_savings_ratio,num_under16_not_at_school,num_travel_active,num_travel_active_adults,num_travel_active_preschoolers,num_travel_active_children,num_travel_active_non_preschoolers,participates_in_jtf_model,joint_tour_frequency,num_hh_joint_tours
2653904,1,two or more,0,2.0,1,gt60-lt100,54,0,0.0,3,gt35-lt65,91900.0,four or more,yes,6001,own not recent,2009000428267,1,yes,white,two or more,no,60014412001005,0,no,3,4,782,4,0.0,962,91.9,3,10.44,10.181208556535625,2.0,3,3,1,0,1,0,1,0,True,False,False,False,3,0,2.0,0,4,3,0,1,4,True,0_tours,0
1161655,1,two or more,0,2.0,1,gt60-lt100,52,0,0.0,1,gt35-lt65,67000.0,four or more,yes,6075,own not recent,2009000960635,1,no,white,two or more,no,60750254031004,0,no,3,4,126,4,0.0,964,67.0,3,10.44,24.67024360416872,2.0,2,2,2,0,2,0,0,0,True,False,True,False,1,0,0.66921496,0,3,1,0,2,3,True,0_tours,0
2295096,1,two or more,0,2.0,6,gt60-lt100,38,1,0.0,3,gt35-lt65,63300.0,four or more,yes,6095,rent recent,2011000449473,2,yes,asian,two or more,no,60952524012009,0,no,7,5,1266,4,0.0,966,63.3,3,10.44,13.670999364308411,3.0,3,3,2,1,1,0,1,0,True,False,False,False,3,0,0.713605,1,4,3,0,1,4,True,0_tours,0
385159,1,one,0,1.0,2,gt60-lt100,77,0,2.0,3,gt65,71900.0,four or more,no,6001,own not recent,2013000281164,1,yes,black,one,yes,60014403351002,1,no,4,4,801,4,0.0,968,71.9,3,10.44,3.962165543780762,3.0,4,4,0,0,0,0,1,0,True,False,False,False,3,0,1.0,0,4,4,0,0,4,True,0_tours,0
2068846,0,one,0,1.0,1,gt100-lt150,54,0,0.0,2,gt35-lt65,132000.0,one,no,6085,rent not recent,2011001175972,2,no,white,two or more,no,60855113011001,0,no,5,1,356,1,0.0,970,132.0,4,12.86,23.788989162187004,0.0,1,1,0,0,0,0,0,0,False,True,True,False,2,0,0.59535825,0,1,1,0,0,1,False,0_tours,0
811523,0,one,0,1.0,6,lt30,30,0,0.0,1,lt35,21000.0,one,no,6013,rent not recent,2009001374755,2,no,asian,one,no,60133770004016,0,no,5,1,1061,1,0.0,972,21.0,1,6.01,2.1832086242042856,0.0,1,1,0,0,0,0,0,1,False,True,True,False,1,0,0.46712005,0,1,1,0,0,1,False,0_tours,0
1511641,1,two or more,0,2.0,1,gt60-lt100,27,0,0.0,1,lt35,70000.0,two,no,6081,rent not recent,2009000012380,2,yes,white,two or more,no,60816021001001,0,no,7,2,210,4,0.0,974,70.0,3,10.44,3.010342240881631,0.0,2,2,0,0,0,0,1,1,True,False,True,False,1,0,1.1371533,0,2,2,0,0,2,True,0_tours,0
685361,1,two or more,0,2.0,1,gt150,51,0,0.0,2,gt35-lt65,210200.0,three,yes,6013,own not recent,2011001080861,1,yes,white,two or more,no,60133462011008,0,no,3,3,1165,4,0.0,976,210.2,4,12.86,6.662487170711103,1.0,3,2,1,0,0,1,0,0,True,False,False,False,2,0,2.0,0,3,2,0,1,3,True,0_tours,0
499697,1,none,0,0.0,1,gt30-lt60,68,0,1.0,2,gt65,44400.0,two,no,6001,own not recent,2012000104809,1,yes,white,two or more,yes,60014507013007,1,no,4,2,746,4,0.0,978,44.4,2,8.81,11.447194754553715,2.0,2,2,0,0,0,0,0,0,True,False,False,False,2,0,0.0,0,2,2,0,0,2,True,0_tours,0
2319209,0,none,0,0.0,1,gt150,83,0,1.0,2,gt65,347000.0,one,no,6095,own not recent,2009000222647,1,yes,white,two or more,yes,60952529033005,1,no,2,1,1286,1,0.0,980,347.0,4,12.86,2.6180976711027766,1.0,1,1,0,0,0,0,0,0,False,True,False,False,2,0,0.0,0,1,1,0,0,1,False,0_tours,0
2465394,0,none,0,0.0,1,gt60-lt100,83,0,1.0,1,gt65,74900.0,one,no,6097,own not recent,2012001245772,1,no,white,one,yes,60971502032024,1,no,2,1,1323,1,0.0,982,74.9,3,10.44,44.557204457394256,1.0,1,1,0,0,0,0,0,0,False,True,False,False,1,0,0.0,0,1,1,0,0,1,False,0_tours,0
1686844,0,one,0,1.0,1,lt30,62,0,0.0,1,gt35-lt65,22000.0,one,no,6085,rent not recent,2010000335524,2,no,white,none,no,60855008001004,1,no,6,1,558,1,0.0,984,22.0,1,6.01,6.545921756805147,0.0,1,1,0,0,0,0,0,0,False,True,True,False,1,0,1.0,0,1,1,0,0,1,False,0_tours,0
1786418,0,none,0,0.0,1,gt60-lt100,87,0,1.0,1,gt65,60700.0,one,no,6085,own not recent,2013001077775,1,yes,white,one,yes,60855074013006,1,no,2,1,493,1,0.0,986,60.7,3,10.44,7.9172123494664115,1.0,1,1,0,0,0,0,0,0,False,True,False,False,1,0,0.0,0,1,1,0,0,1,False,0_tours,0
207464,1,one,0,1.0,1,gt150,62,0,0.0,2,gt35-lt65,410000.0,two,no,6001,own not recent,2013000556835,1,yes,white,none,no,60014302001014,1,no,4,2,845,4,0.0,988,410.0,4,12.86,12.282011972453033,1.0,2,2,0,0,0,0,0,0,True,False,False,False,2,0,0.88067335,0,2,2,0,0,2,True,0_tours,0
1235236,1,none,0,0.0,6,gt30-lt60,81,0,1.0,0,gt65,42800.0,two,no,6075,rent not recent,2011000673324,2,yes,asian,one,yes,60750326023005,1,no,8,2,177,4,0.0,990,42.8,2,8.81,5.264111229700453,2.0,2,2,0,0,0,0,0,0,True,False,True,False,0,0,0.0,0,2,2,0,0,2,True,0_tours,0
550207,0,one,0,1.0,1,gt30-lt60,49,0,0.0,1,gt35-lt65,49000.0,one,no,6013,own not recent,2009000073638,1,no,white,one,no,60133240022000,0,no,1,1,1121,1,0.0,992,49.0,2,8.81,5.944714720593313,0.0,1,1,0,0,0,0,0,0,False,True,True,False,1,0,0.19649999,0,1,1,0,0,1,False,0_tours,0
2039409,1,none,1,0.0,1,lt30,36,0,0.0,1,gt35-lt65,0.0,four or more,yes,6085,rent not recent,2013001005253,2,no,white,two or more,no,60855031132013,0,yes,7,4,562,4,0.0,994,0.0,1,6.01,5.380771503595473,4.0,2,2,2,0,2,0,0,1,True,False,True,False,0,0,0.0,2,4,2,0,2,4,True,0_tours,0
1219999,1,one,0,1.0,6,gt150,45,0,0.0,2,gt35-lt65,238000.0,four or more,yes,6075,own not recent,2010000816075,1,yes,asian,two or more,no,60750309005002,0,no,3,4,169,4,0.0,996,238.0,4,12.86,13.335004292181726,3.0,2,2,2,1,2,0,0,0,True,False,True,False,2,0,0.5301517,0,4,2,1,2,3,True,0_tours,0
1305079,0,one,0,1.0,1,lt30,50,0,0.0,0,gt35-lt65,6000.0,one,no,6075,rent not recent,2012001127585,2,no,white,one,no,60750102002002,0,no,5,1,40,1,0.0,998,6.0,1,6.01,2.2009735543407154,0.0,1,1,0,0,0,0,0,0,False,True,True,False,0,0,0.45499167,0,1,1,0,0,1,False,0_tours,0
1094000,0,one,0,1.0,6,gt100-lt150,36,1,0.0,1,gt35-lt65,128000.0,one,no,6075,rent recent,2011000696912,2,no,asian,one,no,60750178022001,0,no,5,1,20,1,0.0,1,128.0,4,12.86,5.149380694159921,0.0,1,1,0,0,0,0,0,0,False,True,True,False,1,0,0.41606167,0,1,1,0,0,1,False,0_tours,0
2556325,0,none,0,0.0,1,lt30,87,0,1.0,1,gt65,20000.0,one,no,6097,own not recent,2009000356151,1,yes,white,one,yes,60971523004017,1,no,2,1,1365,1,0.0,3,20.0,1,6.01,1.734032013070854,1.0,1,1,0,0,0,0,0,0,False,True,True,False,1,0,0.0,0,1,1,0,0,1,False,0_tours,0
2030960,1,one,0,1.0,1,gt30-lt60,60,0,0.0,2,gt35-lt65,30300.0,three,yes,6085,own not recent,2010000389125,1,yes,white,two or more,no,60855030033009,1,no,4,3,682,4,0.0,5,30.3,2,8.81,3.3709865952239753,2.0,2,2,1,0,1,0,0,0,True,False,False,False,2,0,1.0,1,3,2,0,1,3,True,0_tours,0
1011504,0,one,1,1.0,8,lt30,56,0,0.0,1,gt35-lt65,12000.0,one,no,6041,own not recent,2011000029352,1,yes,other,two or more,no,60411012001012,1,yes,2,1,1405,1,0.0,7,12.0,1,6.01,4.520625726555396,0.0,1,1,0,0,0,0,0,0,False,True,False,False,1,0,1.0,0,1,1,0,0,1,False,0_tours,0
1861886,1,two or more,0,2.0,1,gt150,58,0,0.0,2,gt35-lt65,199900.0,four or more,no,6085,own not recent,2012000678877,1,yes,white,two or more,no,60855049011011,1,no,4,4,413,4,0.0,9,199.9,4,12.86,16.497826589642667,2.0,4,4,0,0,0,0,2,0,True,False,True,False,2,0,2.0,0,4,4,0,0,4,True,0_tours,0
379392,1,two or more,0,3.0,6,gt100-lt150,70,0,1.0,3,gt65,141800.0,four or more,yes,6001,own not recent,2011000426009,1,yes,asian,two or more,yes,60014403081008,1,no,4,5,800,4,0.0,11,141.8,4,12.86,14.50110368376621,2.0,4,4,1,0,1,0,0,0,True,False,False,False,3,0,2.4445374,1,5,4,0,1,5,True,0_tours,0
530841,1,two or more,0,3.0,6,gt150,54,0,0.0,2,gt35-lt65,226000.0,four or more,yes,6001,own not recent,2012001312988,1,yes,asian,two or more,no,60014515012026,0,no,3,4,716,4,0.0,13,226.0,4,12.86,18.869164058012327,1.0,4,3,1,0,0,1,1,0,True,False,False,False,2,0,1.8835067,0,4,3,0,1,4,True,0_tours,0
1411709,0,one,1,1.0,1,gt60-lt100,33,0,0.0,1,lt35,90000.0,one,no,6075,rent not recent,2013000099267,2,no,white,two or more,no,60750164001006,0,yes,5,1,85,1,0.0,15,90.0,3,10.44,4.367939553967901,0.0,1,1,0,0,0,0,0,1,False,True,True,False,1,0,0.24418667,0,1,1,0,0,1,False,0_tours,0
1446069,1,two or more,0,2.0,1,gt60-lt100,27,0,0.0,1,lt35,70000.0,two,no,6081,rent not recent,2009000012380,2,yes,white,two or more,no,60816039002009,0,no,7,2,236,4,0.0,17,70.0,3,10.44,7.092183853275935,0.0,2,2,0,0,0,0,1,1,True,False,False,False,1,0,1.9428852,0,2,2,0,0,2,True,0_tours,0
107351,1,one,0,1.0,6,gt100-lt150,58,0,0.0,1,gt35-lt65,128800.0,two,no,6001,own not recent,2009000882315,1,yes,asian,two or more,no,60014361003013,1,no,4,2,832,4,0.0,19,128.8,4,12.86,13.956579639484223,1.0,2,2,0,0,0,0,0,0,True,False,False,False,1,0,0.60357505,0,1,1,0,0,1,False,0_tours,0
1031923,1,one,0,1.0,1,gt150,70,0,2.0,2,gt65,161600.0,two,no,6055,own not recent,2013000178270,1,yes,white,two or more,yes,60552007072008,1,no,4,2,1307,4,0.0,21,161.6,4,12.86,2.5507112256722797,1.0,2,2,0,0,0,0,0,0,True,False,False,False,2,0,1.0,0,2,2,0,0,2,True,0_tours,0
2003299,1,two or more,1,2.0,5,gt30-lt60,33,0,0.0,2,lt35,41200.0,four or more,yes,6085,rent not recent,2009000217242,2,no,other,two or more,no,60855026041019,0,yes,7,6,530,4,0.0,23,41.2,2,8.81,4.283143116973507,4.0,2,2,4,1,3,0,0,2,True,False,True,False,2,0,1.4495167,2,5,2,0,3,5,True,0_tours,0
139369,1,one,0,1.0,1,gt100-lt150,27,0,0.0,3,lt35,121500.0,three,no,6001,rent not recent,2013001491829,2,no,white,none,no,60014227003002,0,no,7,3,1007,4,0.0,25,121.5,4,12.86,10.791683633082275,2.0,3,3,0,0,0,0,0,3,True,False,True,False,3,0,0.42975003,0,3,3,0,0,3,True,1_Eat,1
2250812,0,none,0,0.0,6,lt30,59,0,0.0,1,gt35-lt65,24250.0,one,no,6085,rent not recent,2011000111286,2,no,asian,one,no,60855098021008,1,no,6,1,382,1,0.0,27,24.25,1,6.01,10.44313005682509,1.0,1,1,0,0,0,0,0,0,False,True,False,False,1,0,0.0,0,1,1,0,0,1,False,0_tours,0
936386,1,one,0,1.0,1,gt150,54,0,1.0,2,gt35-lt65,150500.0,three,no,6041,own not recent,2010001065633,1,yes,white,two or more,yes,60411070005008,0,no,3,3,1423,4,0.0,29,150.5,4,12.86,1.0974967184570226,2.0,3,3,0,0,0,0,0,0,True,False,False,False,2,0,1.0,0,3,3,0,0,3,True,1_Eat,1
1427894,0,none,0,0.0,1,lt30,73,0,1.0,1,gt65,1700.0,one,no,6081,own not recent,2012000339772,1,yes,white,one,yes,60816027004006,1,no,2,1,220,1,0.0,31,1.7,1,6.01,1.7877165003284945,1.0,1,1,0,0,0,0,0,0,False,True,False,False,1,0,0.0,0,1,1,0,0,1,False,0_tours,0
1328763,0,none,1,0.0,1,lt30,80,0,1.0,1,gt65,9400.0,one,no,6075,rent not recent,2010000650111,2,no,white,none,yes,60750112001004,1,yes,6,1,28,1,0.0,33,9.4,1,6.01,1.8883737848147377,1.0,1,1,0,0,0,0,0,0,False,True,True,False,1,0,0.0,0,1,1,0,0,1,False,0_tours,0
342746,0,one,1,1.0,1,gt30-lt60,40,1,0.0,0,gt35-lt65,51000.0,one,no,6001,rent recent,2012000249383,2,no,white,none,no,60014062021003,0,yes,5,1,927,1,0.0,35,51.0,2,8.81,1.0939479410608832,0.0,1,1,0,0,0,0,0,0,False,True,True,False,0,0,0.1635,0,1,1,0,0,1,False,0_tours,0
762168,1,none,0,0.0,1,gt150,67,0,2.0,2,gt65,199900.0,two,no,6013,own not recent,2012000204842,1,yes,white,two or more,yes,60133591031007,1,no,4,2,1083,4,0.0,37,199.9,4,12.86,13.779177544787721,2.0,2,2,0,0,0,0,0,0,True,False,False,False,2,0,0.0,0,1,1,0,0,1,False,0_tours,0
1814252,0,one,0,1.0,1,gt60-lt100,65,1,1.0,1,gt65,97000.0,one,no,6085,rent recent,2012001063535,2,no,white,one,yes,60855080013001,1,no,6,1,484,1,0.0,39,97.0,3,10.44,1.937847839066673,0.0,1,1,0,0,0,0,0,0,False,True,True,False,1,0,1.0,0,0,0,0,0,0,False,0_tours,0
1201061,0,one,0,1.0,1,gt100-lt150,33,1,0.0,1,lt35,100001.0,one,no,6075,rent recent,2013000299900,2,no,white,one,no,60750301021013,0,no,5,1,91,1,0.0,41,100.001,4,12.86,7.597692630048559,0.0,1,1,0,0,0,0,0,1,False,True,True,False,1,0,0.40556997,0,1,1,0,0,1,False,0_tours,0
1401715,1,none,0,0.0,1,gt30-lt60,56,0,0.0,1,gt35-lt65,33000.0,two,no,6075,rent not recent,2010001022116,2,no,white,none,no,60750159001011,1,no,8,2,77,4,0.0,43,33.0,2,8.81,4.275844419782718,2.0,2,2,0,0,0,0,0,0,True,False,True,False,1,0,0.0,0,2,2,0,0,2,True,0_tours,0
1267531,1,one,0,1.0,6,gt30-lt60,80,0,2.0,2,gt65,45500.0,three,no,6075,own not recent,2012001486084,1,no,asian,one,yes,60750426012002,1,no,4,3,62,4,0.0,45,45.5,2,8.81,5.597698789899236,2.0,3,3,0,0,0,0,0,0,True,False,True,False,2,0,0.39444336,0,3,3,0,0,3,True,0_tours,0
798797,1,none,0,0.0,1,gt30-lt60,87,0,1.0,0,gt65,51100.0,two,no,6013,own not recent,2009001388940,1,no,white,one,yes,60133690014000,1,no,4,2,1066,4,0.0,47,51.1,2,8.81,11.47680736248482,2.0,2,2,0,0,0,0,0,0,True,False,True,False,0,0,0.0,0,2,2,0,0,2,True,0_tours,0
1771845,0,one,0,1.0,2,gt60-lt100,64,0,0.0,2,gt35-lt65,75000.0,one,no,6085,own not recent,2012000290559,1,yes,black,one,no,60855043153004,1,no,2,1,623,1,0.0,49,75.0,3,10.44,25.651334773184125,0.0,1,1,0,0,0,0,0,0,False,True,False,False,2,0,1.0,0,1,1,0,0,1,False,0_tours,0
5431,1,one,0,1.0,6,gt100-lt150,34,0,0.0,1,lt35,100000.0,two,no,6001,own not recent,2012001258245,1,yes,asian,one,no,60014004002007,0,no,3,2,1000,4,0.0,51,100.0,3,10.44,5.748056523728013,1.0,2,2,0,0,0,0,0,2,True,False,True,False,1,0,0.46613666,0,2,2,0,0,2,True,0_tours,0
1727072,1,two or more,0,2.0,6,gt150,39,0,0.0,2,gt35-lt65,200000.0,four or more,yes,6085,own not recent,2010001205824,1,yes,asian,two or more,no,60855033343008,0,no,3,4,655,4,0.0,53,200.0,4,12.86,4.007377917342074,2.0,2,2,2,1,1,0,0,0,True,False,False,False,2,0,1.6890084,0,4,2,1,2,3,True,1_Disc,1
2619661,1,two or more,0,2.0,1,gt60-lt100,61,0,0.0,2,gt35-lt65,78700.0,two,no,6075,own not recent,2009000906448,1,yes,white,two or more,no,60750254032016,1,no,4,2,126,4,0.0,55,78.7,3,10.44,10.187419681965329,0.0,2,2,0,0,0,0,0,0,True,False,True,False,2,0,0.5525533,0,2,2,0,0,2,True,0_tours,0
952193,1,two or more,0,2.0,1,gt30-lt60,62,0,0.0,2,gt35-lt65,48000.0,two,no,6041,rent not recent,2010000804886,2,no,white,two or more,no,60411110004004,1,no,8,2,1430,4,0.0,57,48.0,2,8.81,6.842168709061526,0.0,2,2,0,0,0,0,1,0,True,False,True,False,2,0,2.0,0,2,2,0,0,2,True,0_tours,0
1028768,1,one,0,1.0,1,gt30-lt60,72,0,2.0,2,gt65,35200.0,two,no,6055,rent not recent,2009000719119,2,yes,white,none,yes,60552007051006,1,no,8,2,1304,4,0.0,59,35.2,2,8.81,6.990591453918996,1.0,2,2,0,0,0,0,0,0,True,False,False,False,2,0,0.81458336,0,2,2,0,0,2,True,0_tours,0
2424463,1,two or more,1,2.0,3,gt30-lt60,23,1,0.0,1,lt35,43000.0,four or more,yes,6097,rent recent,2009000186145,2,no,other,two or more,no,60971530033013,0,yes,7,4,1377,4,0.0,61,43.0,2,8.81,24.640054609155676,2.0,2,2,2,2,0,0,2,0,True,False,False,False,1,0,1.5915833,1,3,2,1,1,2,True,0_tours,0
2456246,0,one,0,1.0,1,lt30,58,0,0.0,2,gt35-lt65,11300.0,one,no,6097,own not recent,2011000976615,1,yes,white,two or more,no,60971537051033,1,no,2,1,1393,1,0.0,63,11.3,1,6.01,7.895098473270367,0.0,1,1,0,0,0,0,0,0,False,True,False,False,2,0,1.0,0,1,1,0,0,1,False,0_tours,0
2545469,0,none,0,0.0,1,lt30,57,0,0.0,1,gt35-lt65,6600.0,one,no,6097,rent not recent,2010000579659,2,no,white,one,no,60971519003002,1,no,6,1,1360,1,0.0,65,6.6,1,6.01,1.3028844267937454,1.0,1,1,0,0,0,0,0,0,False,True,False,False,1,0,0.0,0,1,1,0,0,1,False,0_tours,0
1654599,1,one,0,1.0,6,gt150,62,0,1.0,3,gt35-lt65,220200.0,three,no,6081,own not recent,2013000535955,1,yes,asian,two or more,yes,60816092021012,1,no,4,3,309,4,0.0,67,220.2,4,12.86,4.748651872468613,2.0,3,3,0,0,0,0,1,0,True,False,True,False,3,0,1.0,0,2,2,0,0,2,True,0_tours,0
2127523,1,two or more,1,4.0,1,gt100-lt150,56,0,0.0,4,gt35-lt65,109600.0,four or more,no,6085,rent not recent,2012000236529,2,yes,white,two or more,no,60855120312007,1,yes,8,7,662,4,0.0,69,109.6,4,12.86,1.6562087699290242,3.0,7,7,0,0,0,0,1,0,True,False,False,False,4,0,3.2975667,0,6,6,0,0,6,True,0_tours,0
1795894,1,one,0,1.0,6,gt100-lt150,35,0,0.0,2,gt35-lt65,130000.0,four or more,yes,6085,own not recent,2009000252176,1,yes,asian,two or more,no,60855077023013,0,no,3,5,489,4,0.0,71,130.0,4,12.86,50.0,4.0,2,2,3,2,1,0,0,0,True,False,False,False,2,0,1.0,2,5,2,2,3,3,True,1_Disc,1
216031,1,one,0,1.0,9,lt30,34,0,0.0,1,lt35,20000.0,four or more,yes,6001,rent not recent,2013000751807,2,yes,other,two or more,no,60014307002006,0,no,7,5,849,4,0.0,73,20.0,1,6.01,2.59836664570155,4.0,2,2,3,0,3,0,0,1,True,False,False,False,1,0,0.85914665,1,5,2,0,3,5,True,0_tours,0
536699,1,two or more,0,2.0,1,gt100-lt150,26,1,0.0,2,lt35,100000.0,two,no,6001,rent recent,2011001346711,2,no,white,two or more,no,60014516011080,0,no,7,2,723,4,0.0,75,100.0,3,10.44,3.1242848784365336,0.0,2,2,0,0,0,0,0,2,True,False,False,False,2,0,1.3805,0,2,2,0,0,2,True,0_tours,0
912605,1,two or more,1,3.0,1,gt30-lt60,30,0,0.0,1,lt35,50000.0,three,no,6013,rent not recent,2009000726628,2,no,white,two or more,no,60133212003005,0,yes,7,3,1123,4,0.0,77,50.0,2,8.81,4.542603698505715,0.0,3,3,0,0,0,0,0,3,True,False,False,False,1,0,1.9349174,0,3,3,0,0,3,True,0_tours,0
5846,0,one,0,1.0,1,gt60-lt100,60,0,0.0,0,gt35-lt65,75000.0,one,no,6001,rent not recent,2013000378568,2,no,white,one,no,60014004003013,1,no,6,1,1000,1,0.0,79,75.0,3,10.44,31.395867830384386,0.0,1,1,0,0,0,0,0,0,False,True,True,False,0,0,0.7671384,0,1,1,0,0,1,False,0_tours,0
2040634,1,two or more,0,3.0,1,gt100-lt150,48,0,0.0,3,gt35-lt65,113600.0,four or more,yes,6085,own not recent,2009000284669,1,no,white,two or more,no,60855031151002,0,no,3,5,566,4,0.0,81,113.6,4,12.86,42.725622885769994,2.0,3,2,3,0,2,1,0,0,True,False,False,False,3,0,2.3230968,0,5,2,0,3,5,True,0_tours,0
842560,1,none,1,0.0,1,gt150,45,0,0.0,2,gt35-lt65,220000.0,two,yes,6013,rent not recent,2013000594008,2,yes,white,two or more,no,60133032052048,0,yes,7,2,1178,4,0.0,83,220.0,4,12.86,34.925483479760246,2.0,2,1,1,0,0,1,0,0,True,False,False,False,2,0,0.0,0,2,1,0,1,2,True,0_tours,0
405700,1,two or more,0,2.0,1,gt30-lt60,42,0,0.0,2,gt35-lt65,55000.0,three,yes,6001,own not recent,2010000312387,1,yes,white,two or more,no,60014415223000,0,no,3,3,796,4,0.0,85,55.0,2,8.81,6.126787393440182,1.0,3,2,1,0,0,1,0,0,True,False,True,False,2,0,1.8396577,0,3,2,0,1,3,True,0_tours,0
697000,1,one,0,1.0,1,gt30-lt60,55,0,0.0,1,gt35-lt65,50000.0,two,yes,6013,rent not recent,2011000369190,2,no,white,one,no,60133490003009,1,no,8,2,1150,4,0.0,87,50.0,2,8.81,1.0,1.0,1,1,1,0,1,0,0,0,True,False,False,False,1,0,1.0,0,2,1,0,1,2,True,0_tours,0
908476,1,two or more,1,2.0,8,gt100-lt150,38,0,0.0,2,gt35-lt65,105800.0,four or more,yes,6013,own not recent,2013000439028,1,yes,other,two or more,no,60133211024007,0,yes,3,5,1126,4,0.0,89,105.8,4,12.86,8.27574548943005,3.0,2,2,3,2,1,0,0,0,True,False,False,False,2,0,1.93275,0,5,2,2,3,3,True,0_tours,0
86137,1,none,0,0.0,1,lt30,37,0,0.0,1,gt35-lt65,20400.0,three,yes,6001,own not recent,2010000468509,1,yes,white,one,no,60014219003003,0,no,3,3,1025,4,0.0,91,20.4,1,6.01,3.3062439247259836,3.0,1,1,2,0,2,0,0,0,True,False,False,False,1,0,0.0,0,3,1,0,2,3,True,0_tours,0
1390744,1,two or more,0,2.0,1,gt100-lt150,30,1,0.0,2,lt35,141100.0,two,no,6075,rent recent,2010000326697,2,no,white,two or more,no,60750154004001,0,no,7,2,70,4,0.0,93,141.1,4,12.86,17.630758777703683,0.0,2,2,0,0,0,0,0,2,True,False,True,False,2,0,0.6348883,0,2,2,0,0,2,True,0_tours,0
1003989,1,two or more,0,2.0,1,gt60-lt100,79,0,1.0,2,gt65,61810.0,two,no,6041,own not recent,2010000683880,1,yes,white,two or more,yes,60411302021035,1,no,4,2,1448,4,0.0,95,61.81,3,10.44,6.696122663786742,0.0,2,2,0,0,0,0,0,0,True,False,True,False,2,0,1.9731419,0,2,2,0,0,2,True,0_tours,0
799834,1,two or more,1,3.0,1,gt60-lt100,47,0,0.0,4,gt35-lt65,84980.0,four or more,yes,6013,rent not recent,2010000879485,2,yes,white,two or more,no,60133690023014,0,yes,7,5,1075,4,0.0,97,84.98,3,10.44,7.015977443469124,2.0,5,4,1,0,0,1,2,0,True,False,False,False,4,0,2.72613,0,5,4,0,1,5,True,0_tours,0
838201,1,two or more,0,2.0,6,gt100-lt150,37,1,1.0,2,gt35-lt65,114100.0,four or more,yes,6013,own recent,2010001324701,1,yes,asian,two or more,yes,60133032031091,0,no,3,5,1178,4,0.0,99,114.1,4,12.86,4.45006296458587,3.0,3,3,2,1,1,0,0,1,True,False,False,False,2,0,2.0,1,1,0,1,1,0,False,0_tours,0
1194379,1,one,0,1.0,2,gt30-lt60,64,0,0.0,1,gt35-lt65,49600.0,two,no,6075,own not recent,2010000481743,1,yes,black,one,no,60750264011006,1,no,4,2,155,4,0.0,101,49.6,2,8.81,50.0,1.0,2,2,0,0,0,0,1,0,True,False,True,False,1,0,0.32356504,0,1,1,0,0,1,False,0_tours,0
174093,1,two or more,0,2.0,1,gt150,49,0,0.0,3,gt35-lt65,331000.0,four or more,yes,6001,own not recent,2013000520386,1,yes,white,two or more,no,60014271002003,0,no,3,4,949,4,0.0,103,331.0,4,12.86,4.06246437664023,2.0,2,2,2,0,2,0,0,0,True,False,False,False,3,0,1.8587185,0,4,2,0,2,4,True,0_tours,0
837032,1,two or more,0,2.0,1,gt60-lt100,44,0,0.0,4,gt35-lt65,73000.0,four or more,yes,6013,own not recent,2010000196877,1,yes,white,two or more,no,60133032031065,0,no,3,6,1178,4,0.0,105,73.0,3,10.44,3.0079891561596606,4.0,2,2,4,0,4,0,0,0,True,False,False,False,4,0,2.0,0,6,2,0,4,6,True,1_Disc,1
509334,1,two or more,0,2.0,1,gt150,53,0,0.0,4,gt35-lt65,158800.0,four or more,yes,6001,own not recent,2011000544668,1,yes,white,two or more,no,60014507452022,0,no,3,5,743,4,0.0,107,158.8,4,12.86,18.787393507964538,3.0,5,4,1,0,0,1,1,0,True,False,False,False,4,0,2.0,0,5,4,0,1,5,True,1_Eat,1
1988483,1,one,0,1.0,1,lt30,23,1,0.0,0,lt35,21600.0,two,no,6085,rent recent,2013000501302,2,no,white,two or more,no,60855021024003,0,no,7,2,533,4,0.0,109,21.6,1,6.01,4.724999363923328,1.0,2,2,0,0,0,0,2,0,True,False,True,False,0,0,0.11733333,0,2,2,0,0,2,True,0_tours,0
609963,0,one,0,1.0,1,lt30,53,1,0.0,2,gt35-lt65,25000.0,one,no,6013,rent recent,2011001365937,2,no,white,one,no,60133390011007,0,no,5,1,1146,1,0.0,111,25.0,1,6.01,2.830918359395452,0.0,1,1,0,0,0,0,0,0,False,True,True,False,2,0,0.83798254,0,1,1,0,0,1,False,0_tours,0
1508925,1,two or more,0,2.0,6,gt150,62,0,0.0,2,gt35-lt65,160000.0,two,no,6081,own not recent,2009000612673,1,yes,asian,two or more,no,60816020001018,1,no,4,2,209,4,0.0,113,160.0,4,12.86,2.59290075022838,0.0,2,2,0,0,0,0,0,0,True,False,False,False,2,0,2.0,0,2,2,0,0,2,True,0_tours,0
2401310,1,two or more,1,2.0,8,gt30-lt60,32,0,0.0,1,lt35,57100.0,three,yes,6095,own not recent,2009001035255,1,yes,other,two or more,no,60952519033007,0,yes,3,3,1245,4,0.0,115,57.1,2,8.81,2.9497714886627984,1.0,2,2,1,1,0,0,0,2,True,False,False,False,1,0,2.0,0,3,2,1,1,2,True,1_Main,1
