process,time,rss,used,available,percent,event
mp_households_1, 15/08/2022 22:24:44, 6.78, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.atwork.trip_destination_simulate.interaction_sample_simulate.del.utilities_df
mp_households_1, 15/08/2022 22:24:44, 6.78, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.atwork.trip_destination_simulate.interaction_sample_simulate.add.positions
mp_households_1, 15/08/2022 22:24:44, 6.78, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.atwork.trip_destination_simulate.interaction_sample_simulate.add.rands
mp_households_1, 15/08/2022 22:24:44, 6.78, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.atwork.trip_destination_simulate.interaction_sample_simulate.del.probs
mp_households_1, 15/08/2022 22:24:44, 6.78, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.atwork.trip_destination_simulate.interaction_sample_simulate.add.choices
mp_households_1, 15/08/2022 22:24:44, 6.78, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.eatout.trip_destination_sample.interaction_sample.add.interaction_df
mp_households_1, 15/08/2022 22:24:44, 6.78, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.eatout.trip_destination_sample.interaction_sample.add.interaction_utilities
mp_households_1, 15/08/2022 22:24:44, 6.78, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.eatout.trip_destination_sample.interaction_sample.del.interaction_df
mp_households_1, 15/08/2022 22:24:44, 6.78, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.eatout.trip_destination_sample.interaction_sample.add.utilities
mp_households_1, 15/08/2022 22:24:44, 6.78, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.eatout.trip_destination_sample.interaction_sample.del.interaction_utilities
mp_households_1, 15/08/2022 22:24:44, 6.78, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.eatout.trip_destination_sample.interaction_sample.add.probs
mp_households_1, 15/08/2022 22:24:44, 6.78, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.eatout.trip_destination_sample.interaction_sample.del.utilities
mp_households_1, 15/08/2022 22:24:44, 6.78, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.eatout.trip_destination_sample.interaction_sample.add.choices_df
mp_households_1, 15/08/2022 22:24:44, 6.78, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.eatout.trip_destination_sample.interaction_sample.del.probs
mp_households_1, 15/08/2022 22:24:44, 6.78, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.eatout.trip_destination_sample.interaction_sample.add.choices_df
mp_households_1, 15/08/2022 22:24:44, 6.78, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.eatout.trip_destination_sample.interaction_sample.add.choices_df
mp_households_0, 15/08/2022 22:24:45, 6.80, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.atwork.compute_logsums.od.simple_simulate_logsums.eval_nl_logsums.add.raw_utilities
mp_households_0, 15/08/2022 22:24:45, 6.80, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.atwork.compute_logsums.od.simple_simulate_logsums.eval_nl_logsums.add.nested_exp_utilities
mp_households_0, 15/08/2022 22:24:45, 6.80, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.atwork.compute_logsums.od.simple_simulate_logsums.eval_nl_logsums.del.raw_utilities
mp_households_0, 15/08/2022 22:24:45, 6.80, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.atwork.compute_logsums.od.simple_simulate_logsums.eval_nl_logsums.add.logsums
mp_households_0, 15/08/2022 22:24:45, 6.80, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.atwork.compute_logsums.od.simple_simulate_logsums.eval_nl_logsums.del.nested_exp_utilities
mp_households_1, 15/08/2022 22:24:45, 6.78, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.eatout.compute_logsums.od.simple_simulate_logsums.eval_nl_logsums.add.raw_utilities
mp_households_1, 15/08/2022 22:24:45, 6.78, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.eatout.compute_logsums.od.simple_simulate_logsums.eval_nl_logsums.add.nested_exp_utilities
mp_households_1, 15/08/2022 22:24:45, 6.78, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.eatout.compute_logsums.od.simple_simulate_logsums.eval_nl_logsums.del.raw_utilities
mp_households_1, 15/08/2022 22:24:45, 6.78, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.eatout.compute_logsums.od.simple_simulate_logsums.eval_nl_logsums.add.logsums
mp_households_1, 15/08/2022 22:24:45, 6.78, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.eatout.compute_logsums.od.simple_simulate_logsums.eval_nl_logsums.del.nested_exp_utilities
mp_households_0, 15/08/2022 22:24:45, 6.80, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.atwork.compute_logsums.dp.simple_simulate_logsums.eval_nl_logsums.add.raw_utilities
mp_households_0, 15/08/2022 22:24:46, 6.80, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.atwork.compute_logsums.dp.simple_simulate_logsums.eval_nl_logsums.add.nested_exp_utilities
mp_households_0, 15/08/2022 22:24:46, 6.80, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.atwork.compute_logsums.dp.simple_simulate_logsums.eval_nl_logsums.del.raw_utilities
mp_households_0, 15/08/2022 22:24:46, 6.80, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.atwork.compute_logsums.dp.simple_simulate_logsums.eval_nl_logsums.add.logsums
mp_households_0, 15/08/2022 22:24:46, 6.80, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.atwork.compute_logsums.dp.simple_simulate_logsums.eval_nl_logsums.del.nested_exp_utilities
mp_households_0, 15/08/2022 22:24:46, 6.80, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.atwork.trip_destination_simulate.interaction_sample_simulate.add.interaction_df
mp_households_0, 15/08/2022 22:24:46, 6.80, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.atwork.trip_destination_simulate.interaction_sample_simulate.add.interaction_utilities
mp_households_0, 15/08/2022 22:24:46, 6.80, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.atwork.trip_destination_simulate.interaction_sample_simulate.del.interaction_df
mp_households_0, 15/08/2022 22:24:46, 6.80, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.atwork.trip_destination_simulate.interaction_sample_simulate.add.sample_counts
mp_households_0, 15/08/2022 22:24:46, 6.80, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.atwork.trip_destination_simulate.interaction_sample_simulate.del.sample_counts
mp_households_0, 15/08/2022 22:24:46, 6.80, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.atwork.trip_destination_simulate.interaction_sample_simulate.del.interaction_utilities
mp_households_0, 15/08/2022 22:24:46, 6.80, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.atwork.trip_destination_simulate.interaction_sample_simulate.add.padded_utilities
mp_households_0, 15/08/2022 22:24:46, 6.80, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.atwork.trip_destination_simulate.interaction_sample_simulate.add.utilities_df
mp_households_0, 15/08/2022 22:24:46, 6.80, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.atwork.trip_destination_simulate.interaction_sample_simulate.del.padded_utilities
mp_households_0, 15/08/2022 22:24:46, 6.80, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.atwork.trip_destination_simulate.interaction_sample_simulate.add.probs
mp_households_0, 15/08/2022 22:24:46, 6.80, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.atwork.trip_destination_simulate.interaction_sample_simulate.add.logsums
mp_households_0, 15/08/2022 22:24:46, 6.80, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.atwork.trip_destination_simulate.interaction_sample_simulate.del.utilities_df
mp_households_0, 15/08/2022 22:24:46, 6.80, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.atwork.trip_destination_simulate.interaction_sample_simulate.add.positions
mp_households_0, 15/08/2022 22:24:46, 6.80, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.atwork.trip_destination_simulate.interaction_sample_simulate.add.rands
mp_households_0, 15/08/2022 22:24:46, 6.80, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.atwork.trip_destination_simulate.interaction_sample_simulate.del.probs
mp_households_0, 15/08/2022 22:24:46, 6.80, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.atwork.trip_destination_simulate.interaction_sample_simulate.add.choices
mp_households_0, 15/08/2022 22:24:46, 6.80, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.eatout.trip_destination_sample.interaction_sample.add.interaction_df
mp_households_0, 15/08/2022 22:24:46, 6.80, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.eatout.trip_destination_sample.interaction_sample.add.interaction_utilities
mp_households_0, 15/08/2022 22:24:46, 6.80, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.eatout.trip_destination_sample.interaction_sample.del.interaction_df
mp_households_0, 15/08/2022 22:24:46, 6.80, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.eatout.trip_destination_sample.interaction_sample.add.utilities
mp_households_1, 15/08/2022 22:24:46, 6.78, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.eatout.compute_logsums.dp.simple_simulate_logsums.eval_nl_logsums.add.raw_utilities
mp_households_0, 15/08/2022 22:24:46, 6.80, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.eatout.trip_destination_sample.interaction_sample.del.interaction_utilities
mp_households_1, 15/08/2022 22:24:46, 6.78, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.eatout.compute_logsums.dp.simple_simulate_logsums.eval_nl_logsums.add.nested_exp_utilities
mp_households_0, 15/08/2022 22:24:46, 6.80, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.eatout.trip_destination_sample.interaction_sample.add.probs
mp_households_1, 15/08/2022 22:24:46, 6.78, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.eatout.compute_logsums.dp.simple_simulate_logsums.eval_nl_logsums.del.raw_utilities
mp_households_1, 15/08/2022 22:24:46, 6.78, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.eatout.compute_logsums.dp.simple_simulate_logsums.eval_nl_logsums.add.logsums
mp_households_0, 15/08/2022 22:24:46, 6.80, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.eatout.trip_destination_sample.interaction_sample.del.utilities
mp_households_1, 15/08/2022 22:24:46, 6.78, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.eatout.compute_logsums.dp.simple_simulate_logsums.eval_nl_logsums.del.nested_exp_utilities
mp_households_0, 15/08/2022 22:24:46, 6.80, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.eatout.trip_destination_sample.interaction_sample.add.choices_df
mp_households_1, 15/08/2022 22:24:46, 6.78, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.eatout.trip_destination_simulate.interaction_sample_simulate.add.interaction_df
mp_households_0, 15/08/2022 22:24:46, 6.80, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.eatout.trip_destination_sample.interaction_sample.del.probs
mp_households_1, 15/08/2022 22:24:46, 6.78, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.eatout.trip_destination_simulate.interaction_sample_simulate.add.interaction_utilities
mp_households_0, 15/08/2022 22:24:46, 6.80, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.eatout.trip_destination_sample.interaction_sample.add.choices_df
mp_households_0, 15/08/2022 22:24:46, 6.80, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.eatout.trip_destination_sample.interaction_sample.add.choices_df
mp_households_1, 15/08/2022 22:24:46, 6.78, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.eatout.trip_destination_simulate.interaction_sample_simulate.del.interaction_df
mp_households_1, 15/08/2022 22:24:46, 6.78, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.eatout.trip_destination_simulate.interaction_sample_simulate.add.sample_counts
mp_households_1, 15/08/2022 22:24:46, 6.78, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.eatout.trip_destination_simulate.interaction_sample_simulate.del.sample_counts
mp_households_1, 15/08/2022 22:24:47, 6.78, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.eatout.trip_destination_simulate.interaction_sample_simulate.del.interaction_utilities
mp_households_1, 15/08/2022 22:24:47, 6.78, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.eatout.trip_destination_simulate.interaction_sample_simulate.add.padded_utilities
mp_households_1, 15/08/2022 22:24:47, 6.78, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.eatout.trip_destination_simulate.interaction_sample_simulate.add.utilities_df
mp_households_1, 15/08/2022 22:24:47, 6.78, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.eatout.trip_destination_simulate.interaction_sample_simulate.del.padded_utilities
mp_households_1, 15/08/2022 22:24:47, 6.78, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.eatout.trip_destination_simulate.interaction_sample_simulate.add.probs
mp_households_1, 15/08/2022 22:24:47, 6.78, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.eatout.trip_destination_simulate.interaction_sample_simulate.add.logsums
mp_households_1, 15/08/2022 22:24:47, 6.78, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.eatout.trip_destination_simulate.interaction_sample_simulate.del.utilities_df
mp_households_1, 15/08/2022 22:24:47, 6.78, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.eatout.trip_destination_simulate.interaction_sample_simulate.add.positions
mp_households_1, 15/08/2022 22:24:47, 6.78, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.eatout.trip_destination_simulate.interaction_sample_simulate.add.rands
mp_households_1, 15/08/2022 22:24:47, 6.78, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.eatout.trip_destination_simulate.interaction_sample_simulate.del.probs
mp_households_1, 15/08/2022 22:24:47, 6.78, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.eatout.trip_destination_simulate.interaction_sample_simulate.add.choices
mp_households_1, 15/08/2022 22:24:47, 6.78, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.escort.trip_destination_sample.interaction_sample.add.interaction_df
mp_households_1, 15/08/2022 22:24:47, 6.78, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.escort.trip_destination_sample.interaction_sample.add.interaction_utilities
mp_households_1, 15/08/2022 22:24:47, 6.78, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.escort.trip_destination_sample.interaction_sample.del.interaction_df
mp_households_1, 15/08/2022 22:24:47, 6.78, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.escort.trip_destination_sample.interaction_sample.add.utilities
mp_households_1, 15/08/2022 22:24:47, 6.78, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.escort.trip_destination_sample.interaction_sample.del.interaction_utilities
mp_households_1, 15/08/2022 22:24:47, 6.78, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.escort.trip_destination_sample.interaction_sample.add.probs
mp_households_1, 15/08/2022 22:24:47, 6.78, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.escort.trip_destination_sample.interaction_sample.del.utilities
mp_households_1, 15/08/2022 22:24:47, 6.78, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.escort.trip_destination_sample.interaction_sample.add.choices_df
mp_households_1, 15/08/2022 22:24:47, 6.78, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.escort.trip_destination_sample.interaction_sample.del.probs
mp_households_1, 15/08/2022 22:24:47, 6.78, 1.11, 115.03, 7.0%, trip_destination.trip_num_3.escort.trip_destination_sample.interaction_sample.add.choices_df
mp_households_1, 15/08/2022 22:24:47, 6.78, 1.11, 115.03, 7.0%, trip_destination.trip_num_3.escort.trip_destination_sample.interaction_sample.add.choices_df
mp_households_0, 15/08/2022 22:24:47, 6.80, 1.11, 115.03, 7.0%, trip_destination.trip_num_3.eatout.compute_logsums.od.simple_simulate_logsums.eval_nl_logsums.add.raw_utilities
mp_households_0, 15/08/2022 22:24:47, 6.80, 1.11, 115.03, 7.0%, trip_destination.trip_num_3.eatout.compute_logsums.od.simple_simulate_logsums.eval_nl_logsums.add.nested_exp_utilities
mp_households_0, 15/08/2022 22:24:47, 6.80, 1.11, 115.03, 7.0%, trip_destination.trip_num_3.eatout.compute_logsums.od.simple_simulate_logsums.eval_nl_logsums.del.raw_utilities
mp_households_0, 15/08/2022 22:24:47, 6.80, 1.11, 115.03, 7.0%, trip_destination.trip_num_3.eatout.compute_logsums.od.simple_simulate_logsums.eval_nl_logsums.add.logsums
mp_households_0, 15/08/2022 22:24:47, 6.80, 1.11, 115.03, 7.0%, trip_destination.trip_num_3.eatout.compute_logsums.od.simple_simulate_logsums.eval_nl_logsums.del.nested_exp_utilities
mp_households_1, 15/08/2022 22:24:48, 6.78, 1.11, 115.03, 7.0%, trip_destination.trip_num_3.escort.compute_logsums.od.simple_simulate_logsums.eval_nl_logsums.add.raw_utilities
mp_households_1, 15/08/2022 22:24:48, 6.78, 1.11, 115.03, 7.0%, trip_destination.trip_num_3.escort.compute_logsums.od.simple_simulate_logsums.eval_nl_logsums.add.nested_exp_utilities
mp_households_1, 15/08/2022 22:24:48, 6.78, 1.11, 115.03, 7.0%, trip_destination.trip_num_3.escort.compute_logsums.od.simple_simulate_logsums.eval_nl_logsums.del.raw_utilities
mp_households_1, 15/08/2022 22:24:48, 6.78, 1.11, 115.03, 7.0%, trip_destination.trip_num_3.escort.compute_logsums.od.simple_simulate_logsums.eval_nl_logsums.add.logsums
mp_households_1, 15/08/2022 22:24:48, 6.78, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.escort.compute_logsums.od.simple_simulate_logsums.eval_nl_logsums.del.nested_exp_utilities
mp_households_0, 15/08/2022 22:24:48, 6.80, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.eatout.compute_logsums.dp.simple_simulate_logsums.eval_nl_logsums.add.raw_utilities
mp_households_0, 15/08/2022 22:24:48, 6.80, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.eatout.compute_logsums.dp.simple_simulate_logsums.eval_nl_logsums.add.nested_exp_utilities
mp_households_0, 15/08/2022 22:24:48, 6.80, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.eatout.compute_logsums.dp.simple_simulate_logsums.eval_nl_logsums.del.raw_utilities
mp_households_0, 15/08/2022 22:24:48, 6.80, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.eatout.compute_logsums.dp.simple_simulate_logsums.eval_nl_logsums.add.logsums
mp_households_0, 15/08/2022 22:24:48, 6.80, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.eatout.compute_logsums.dp.simple_simulate_logsums.eval_nl_logsums.del.nested_exp_utilities
mp_households_0, 15/08/2022 22:24:48, 6.80, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.eatout.trip_destination_simulate.interaction_sample_simulate.add.interaction_df
mp_households_0, 15/08/2022 22:24:48, 6.80, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.eatout.trip_destination_simulate.interaction_sample_simulate.add.interaction_utilities
mp_households_0, 15/08/2022 22:24:48, 6.80, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.eatout.trip_destination_simulate.interaction_sample_simulate.del.interaction_df
mp_households_0, 15/08/2022 22:24:48, 6.80, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.eatout.trip_destination_simulate.interaction_sample_simulate.add.sample_counts
mp_households_0, 15/08/2022 22:24:48, 6.80, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.eatout.trip_destination_simulate.interaction_sample_simulate.del.sample_counts
mp_households_0, 15/08/2022 22:24:48, 6.80, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.eatout.trip_destination_simulate.interaction_sample_simulate.del.interaction_utilities
mp_households_0, 15/08/2022 22:24:48, 6.80, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.eatout.trip_destination_simulate.interaction_sample_simulate.add.padded_utilities
mp_households_0, 15/08/2022 22:24:48, 6.80, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.eatout.trip_destination_simulate.interaction_sample_simulate.add.utilities_df
mp_households_0, 15/08/2022 22:24:49, 6.80, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.eatout.trip_destination_simulate.interaction_sample_simulate.del.padded_utilities
mp_households_0, 15/08/2022 22:24:49, 6.80, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.eatout.trip_destination_simulate.interaction_sample_simulate.add.probs
mp_households_0, 15/08/2022 22:24:49, 6.80, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.eatout.trip_destination_simulate.interaction_sample_simulate.add.logsums
mp_households_0, 15/08/2022 22:24:49, 6.80, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.eatout.trip_destination_simulate.interaction_sample_simulate.del.utilities_df
mp_households_0, 15/08/2022 22:24:49, 6.80, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.eatout.trip_destination_simulate.interaction_sample_simulate.add.positions
mp_households_0, 15/08/2022 22:24:49, 6.80, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.eatout.trip_destination_simulate.interaction_sample_simulate.add.rands
mp_households_0, 15/08/2022 22:24:49, 6.80, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.eatout.trip_destination_simulate.interaction_sample_simulate.del.probs
mp_households_0, 15/08/2022 22:24:49, 6.80, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.eatout.trip_destination_simulate.interaction_sample_simulate.add.choices
mp_households_0, 15/08/2022 22:24:49, 6.80, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.escort.trip_destination_sample.interaction_sample.add.interaction_df
mp_households_0, 15/08/2022 22:24:49, 6.80, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.escort.trip_destination_sample.interaction_sample.add.interaction_utilities
mp_households_0, 15/08/2022 22:24:49, 6.79, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.escort.trip_destination_sample.interaction_sample.del.interaction_df
mp_households_0, 15/08/2022 22:24:49, 6.79, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.escort.trip_destination_sample.interaction_sample.add.utilities
mp_households_0, 15/08/2022 22:24:49, 6.79, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.escort.trip_destination_sample.interaction_sample.del.interaction_utilities
mp_households_1, 15/08/2022 22:24:49, 6.78, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.escort.compute_logsums.dp.simple_simulate_logsums.eval_nl_logsums.add.raw_utilities
mp_households_0, 15/08/2022 22:24:49, 6.80, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.escort.trip_destination_sample.interaction_sample.add.probs
mp_households_1, 15/08/2022 22:24:49, 6.78, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.escort.compute_logsums.dp.simple_simulate_logsums.eval_nl_logsums.add.nested_exp_utilities
mp_households_0, 15/08/2022 22:24:49, 6.80, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.escort.trip_destination_sample.interaction_sample.del.utilities
mp_households_1, 15/08/2022 22:24:49, 6.78, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.escort.compute_logsums.dp.simple_simulate_logsums.eval_nl_logsums.del.raw_utilities
mp_households_1, 15/08/2022 22:24:49, 6.78, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.escort.compute_logsums.dp.simple_simulate_logsums.eval_nl_logsums.add.logsums
mp_households_0, 15/08/2022 22:24:49, 6.80, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.escort.trip_destination_sample.interaction_sample.add.choices_df
mp_households_1, 15/08/2022 22:24:49, 6.78, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.escort.compute_logsums.dp.simple_simulate_logsums.eval_nl_logsums.del.nested_exp_utilities
mp_households_0, 15/08/2022 22:24:49, 6.80, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.escort.trip_destination_sample.interaction_sample.del.probs
mp_households_1, 15/08/2022 22:24:49, 6.78, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.escort.trip_destination_simulate.interaction_sample_simulate.add.interaction_df
mp_households_0, 15/08/2022 22:24:49, 6.80, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.escort.trip_destination_sample.interaction_sample.add.choices_df
mp_households_0, 15/08/2022 22:24:49, 6.80, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.escort.trip_destination_sample.interaction_sample.add.choices_df
mp_households_1, 15/08/2022 22:24:49, 6.78, 1.12, 115.03, 7.0%, trip_destination.trip_num_3.escort.trip_destination_simulate.interaction_sample_simulate.add.interaction_utilities
mp_households_1, 15/08/2022 22:24:49, 6.78, 1.11, 115.03, 7.0%, trip_destination.trip_num_3.escort.trip_destination_simulate.interaction_sample_simulate.del.interaction_df
mp_households_1, 15/08/2022 22:24:49, 6.78, 1.11, 115.03, 7.0%, trip_destination.trip_num_3.escort.trip_destination_simulate.interaction_sample_simulate.add.sample_counts
mp_households_1, 15/08/2022 22:24:49, 6.78, 1.11, 115.03, 7.0%, trip_destination.trip_num_3.escort.trip_destination_simulate.interaction_sample_simulate.del.sample_counts
mp_households_1, 15/08/2022 22:24:49, 6.78, 1.11, 115.03, 7.0%, trip_destination.trip_num_3.escort.trip_destination_simulate.interaction_sample_simulate.del.interaction_utilities
mp_households_1, 15/08/2022 22:24:49, 6.78, 1.11, 115.03, 7.0%, trip_destination.trip_num_3.escort.trip_destination_simulate.interaction_sample_simulate.add.padded_utilities
mp_households_1, 15/08/2022 22:24:49, 6.78, 1.11, 115.03, 7.0%, trip_destination.trip_num_3.escort.trip_destination_simulate.interaction_sample_simulate.add.utilities_df
mp_households_1, 15/08/2022 22:24:49, 6.78, 1.11, 115.03, 7.0%, trip_destination.trip_num_3.escort.trip_destination_simulate.interaction_sample_simulate.del.padded_utilities
mp_households_1, 15/08/2022 22:24:49, 6.78, 1.11, 115.03, 7.0%, trip_destination.trip_num_3.escort.trip_destination_simulate.interaction_sample_simulate.add.probs
mp_households_1, 15/08/2022 22:24:49, 6.78, 1.11, 115.03, 7.0%, trip_destination.trip_num_3.escort.trip_destination_simulate.interaction_sample_simulate.add.logsums
mp_households_1, 15/08/2022 22:24:49, 6.78, 1.11, 115.03, 7.0%, trip_destination.trip_num_3.escort.trip_destination_simulate.interaction_sample_simulate.del.utilities_df
mp_households_1, 15/08/2022 22:24:49, 6.78, 1.11, 115.03, 7.0%, trip_destination.trip_num_3.escort.trip_destination_simulate.interaction_sample_simulate.add.positions
mp_households_1, 15/08/2022 22:24:49, 6.78, 1.11, 115.03, 7.0%, trip_destination.trip_num_3.escort.trip_destination_simulate.interaction_sample_simulate.add.rands
mp_households_1, 15/08/2022 22:24:49, 6.78, 1.11, 115.03, 7.0%, trip_destination.trip_num_3.escort.trip_destination_simulate.interaction_sample_simulate.del.probs
mp_households_1, 15/08/2022 22:24:49, 6.78, 1.11, 115.03, 7.0%, trip_destination.trip_num_3.escort.trip_destination_simulate.interaction_sample_simulate.add.choices
mp_households_1, 15/08/2022 22:24:49, 6.78, 1.11, 115.03, 7.0%, trip_destination.trip_num_3.othdiscr.trip_destination_sample.interaction_sample.add.interaction_df
mp_households_1, 15/08/2022 22:24:50, 6.78, 1.11, 115.03, 7.0%, trip_destination.trip_num_3.othdiscr.trip_destination_sample.interaction_sample.add.interaction_utilities
mp_households_1, 15/08/2022 22:24:50, 6.78, 1.11, 115.03, 7.0%, trip_destination.trip_num_3.othdiscr.trip_destination_sample.interaction_sample.del.interaction_df
mp_households_1, 15/08/2022 22:24:50, 6.78, 1.11, 115.03, 7.0%, trip_destination.trip_num_3.othdiscr.trip_destination_sample.interaction_sample.add.utilities
mp_households_1, 15/08/2022 22:24:50, 6.78, 1.11, 115.03, 7.0%, trip_destination.trip_num_3.othdiscr.trip_destination_sample.interaction_sample.del.interaction_utilities
