process,time,rss,used,available,percent,event
mp_households_1, 15/08/2022 22:23:01, 2.65, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.simulate.othmaint.interaction_sample_simulate.del.utilities_df
mp_households_1, 15/08/2022 22:23:01, 2.65, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.simulate.othmaint.interaction_sample_simulate.add.positions
mp_households_1, 15/08/2022 22:23:01, 2.65, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.simulate.othmaint.interaction_sample_simulate.add.rands
mp_households_0, 15/08/2022 22:23:01, 2.62, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.sample.othmaint.interaction_sample.add.choices_df
mp_households_1, 15/08/2022 22:23:02, 2.65, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.simulate.othmaint.interaction_sample_simulate.del.probs
mp_households_1, 15/08/2022 22:23:02, 2.65, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.simulate.othmaint.interaction_sample_simulate.add.choices
mp_households_0, 15/08/2022 22:23:02, 2.62, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.sample.othmaint.interaction_sample.del.probs
mp_households_0, 15/08/2022 22:23:02, 2.62, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.sample.othmaint.interaction_sample.add.choices_df
mp_households_0, 15/08/2022 22:23:02, 2.62, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.sample.othmaint.interaction_sample.add.choices_df
mp_households_1, 15/08/2022 22:23:02, 2.65, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.sample.othdiscr.interaction_sample.add.interaction_df
mp_households_1, 15/08/2022 22:23:02, 2.70, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.sample.othdiscr.interaction_sample.add.interaction_utilities
mp_households_1, 15/08/2022 22:23:02, 2.70, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.sample.othdiscr.interaction_sample.del.interaction_df
mp_households_1, 15/08/2022 22:23:02, 2.70, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.sample.othdiscr.interaction_sample.add.utilities
mp_households_1, 15/08/2022 22:23:02, 2.70, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.sample.othdiscr.interaction_sample.del.interaction_utilities
mp_households_1, 15/08/2022 22:23:02, 2.70, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.sample.othdiscr.interaction_sample.add.probs
mp_households_1, 15/08/2022 22:23:02, 2.70, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.sample.othdiscr.interaction_sample.del.utilities
mp_households_1, 15/08/2022 22:23:02, 2.70, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.sample.othdiscr.interaction_sample.add.choices_df
mp_households_1, 15/08/2022 22:23:02, 2.70, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.sample.othdiscr.interaction_sample.del.probs
mp_households_1, 15/08/2022 22:23:02, 2.70, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.sample.othdiscr.interaction_sample.add.choices_df
mp_households_1, 15/08/2022 22:23:02, 2.70, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.sample.othdiscr.interaction_sample.add.choices_df
mp_households_0, 15/08/2022 22:23:03, 2.66, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.logsums.othmaint.compute_logsums.simple_simulate_logsums.eval_nl_logsums.add.raw_utilities
mp_households_0, 15/08/2022 22:23:03, 2.66, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.logsums.othmaint.compute_logsums.simple_simulate_logsums.eval_nl_logsums.add.nested_exp_utilities
mp_households_0, 15/08/2022 22:23:03, 2.66, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.logsums.othmaint.compute_logsums.simple_simulate_logsums.eval_nl_logsums.del.raw_utilities
mp_households_0, 15/08/2022 22:23:03, 2.66, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.logsums.othmaint.compute_logsums.simple_simulate_logsums.eval_nl_logsums.add.logsums
mp_households_0, 15/08/2022 22:23:03, 2.66, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.logsums.othmaint.compute_logsums.simple_simulate_logsums.eval_nl_logsums.del.nested_exp_utilities
mp_households_0, 15/08/2022 22:23:03, 2.66, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.simulate.othmaint.interaction_sample_simulate.add.interaction_df
mp_households_0, 15/08/2022 22:23:03, 2.66, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.simulate.othmaint.interaction_sample_simulate.add.interaction_utilities
mp_households_0, 15/08/2022 22:23:03, 2.66, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.simulate.othmaint.interaction_sample_simulate.del.interaction_df
mp_households_0, 15/08/2022 22:23:03, 2.66, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.simulate.othmaint.interaction_sample_simulate.add.sample_counts
mp_households_0, 15/08/2022 22:23:03, 2.66, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.simulate.othmaint.interaction_sample_simulate.del.sample_counts
mp_households_0, 15/08/2022 22:23:03, 2.66, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.simulate.othmaint.interaction_sample_simulate.del.interaction_utilities
mp_households_0, 15/08/2022 22:23:03, 2.66, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.simulate.othmaint.interaction_sample_simulate.add.padded_utilities
mp_households_0, 15/08/2022 22:23:03, 2.66, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.simulate.othmaint.interaction_sample_simulate.add.utilities_df
mp_households_0, 15/08/2022 22:23:03, 2.66, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.simulate.othmaint.interaction_sample_simulate.del.padded_utilities
mp_households_0, 15/08/2022 22:23:03, 2.66, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.simulate.othmaint.interaction_sample_simulate.add.probs
mp_households_0, 15/08/2022 22:23:03, 2.66, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.simulate.othmaint.interaction_sample_simulate.add.logsums
mp_households_0, 15/08/2022 22:23:03, 2.66, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.simulate.othmaint.interaction_sample_simulate.del.utilities_df
mp_households_0, 15/08/2022 22:23:03, 2.66, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.simulate.othmaint.interaction_sample_simulate.add.positions
mp_households_0, 15/08/2022 22:23:03, 2.66, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.simulate.othmaint.interaction_sample_simulate.add.rands
mp_households_0, 15/08/2022 22:23:03, 2.66, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.simulate.othmaint.interaction_sample_simulate.del.probs
mp_households_0, 15/08/2022 22:23:03, 2.66, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.simulate.othmaint.interaction_sample_simulate.add.choices
mp_households_0, 15/08/2022 22:23:03, 2.66, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.sample.othdiscr.interaction_sample.add.interaction_df
mp_households_1, 15/08/2022 22:23:03, 2.77, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.logsums.othdiscr.compute_logsums.simple_simulate_logsums.eval_nl_logsums.add.raw_utilities
mp_households_0, 15/08/2022 22:23:03, 2.70, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.sample.othdiscr.interaction_sample.add.interaction_utilities
mp_households_1, 15/08/2022 22:23:03, 2.77, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.logsums.othdiscr.compute_logsums.simple_simulate_logsums.eval_nl_logsums.add.nested_exp_utilities
mp_households_0, 15/08/2022 22:23:03, 2.70, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.sample.othdiscr.interaction_sample.del.interaction_df
mp_households_1, 15/08/2022 22:23:03, 2.77, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.logsums.othdiscr.compute_logsums.simple_simulate_logsums.eval_nl_logsums.del.raw_utilities
mp_households_1, 15/08/2022 22:23:04, 2.77, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.logsums.othdiscr.compute_logsums.simple_simulate_logsums.eval_nl_logsums.add.logsums
mp_households_0, 15/08/2022 22:23:04, 2.70, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.sample.othdiscr.interaction_sample.add.utilities
mp_households_1, 15/08/2022 22:23:04, 2.77, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.logsums.othdiscr.compute_logsums.simple_simulate_logsums.eval_nl_logsums.del.nested_exp_utilities
mp_households_0, 15/08/2022 22:23:04, 2.70, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.sample.othdiscr.interaction_sample.del.interaction_utilities
mp_households_1, 15/08/2022 22:23:04, 2.77, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.simulate.othdiscr.interaction_sample_simulate.add.interaction_df
mp_households_1, 15/08/2022 22:23:04, 2.77, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.simulate.othdiscr.interaction_sample_simulate.add.interaction_utilities
mp_households_0, 15/08/2022 22:23:04, 2.70, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.sample.othdiscr.interaction_sample.add.probs
mp_households_1, 15/08/2022 22:23:04, 2.77, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.simulate.othdiscr.interaction_sample_simulate.del.interaction_df
mp_households_1, 15/08/2022 22:23:04, 2.77, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.simulate.othdiscr.interaction_sample_simulate.add.sample_counts
mp_households_0, 15/08/2022 22:23:04, 2.70, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.sample.othdiscr.interaction_sample.del.utilities
mp_households_1, 15/08/2022 22:23:04, 2.77, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.simulate.othdiscr.interaction_sample_simulate.del.sample_counts
mp_households_0, 15/08/2022 22:23:04, 2.70, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.sample.othdiscr.interaction_sample.add.choices_df
mp_households_1, 15/08/2022 22:23:04, 2.77, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.simulate.othdiscr.interaction_sample_simulate.del.interaction_utilities
mp_households_0, 15/08/2022 22:23:04, 2.70, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.sample.othdiscr.interaction_sample.del.probs
mp_households_1, 15/08/2022 22:23:04, 2.77, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.simulate.othdiscr.interaction_sample_simulate.add.padded_utilities
mp_households_1, 15/08/2022 22:23:04, 2.77, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.simulate.othdiscr.interaction_sample_simulate.add.utilities_df
mp_households_0, 15/08/2022 22:23:04, 2.70, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.sample.othdiscr.interaction_sample.add.choices_df
mp_households_0, 15/08/2022 22:23:04, 2.70, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.sample.othdiscr.interaction_sample.add.choices_df
mp_households_1, 15/08/2022 22:23:04, 2.77, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.simulate.othdiscr.interaction_sample_simulate.del.padded_utilities
mp_households_1, 15/08/2022 22:23:04, 2.77, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.simulate.othdiscr.interaction_sample_simulate.add.probs
mp_households_1, 15/08/2022 22:23:04, 2.77, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.simulate.othdiscr.interaction_sample_simulate.add.logsums
mp_households_1, 15/08/2022 22:23:04, 2.77, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.simulate.othdiscr.interaction_sample_simulate.del.utilities_df
mp_households_1, 15/08/2022 22:23:04, 2.77, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.simulate.othdiscr.interaction_sample_simulate.add.positions
mp_households_1, 15/08/2022 22:23:04, 2.77, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.simulate.othdiscr.interaction_sample_simulate.add.rands
mp_households_1, 15/08/2022 22:23:04, 2.77, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.simulate.othdiscr.interaction_sample_simulate.del.probs
mp_households_1, 15/08/2022 22:23:04, 2.77, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.simulate.othdiscr.interaction_sample_simulate.add.choices
mp_households_1, 15/08/2022 22:23:04, 2.77, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.sample.eatout.interaction_sample.add.interaction_df
mp_households_1, 15/08/2022 22:23:04, 2.78, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.sample.eatout.interaction_sample.add.interaction_utilities
mp_households_1, 15/08/2022 22:23:04, 2.78, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.sample.eatout.interaction_sample.del.interaction_df
mp_households_1, 15/08/2022 22:23:04, 2.78, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.sample.eatout.interaction_sample.add.utilities
mp_households_1, 15/08/2022 22:23:04, 2.78, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.sample.eatout.interaction_sample.del.interaction_utilities
mp_households_1, 15/08/2022 22:23:04, 2.79, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.sample.eatout.interaction_sample.add.probs
mp_households_1, 15/08/2022 22:23:04, 2.79, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.sample.eatout.interaction_sample.del.utilities
mp_households_1, 15/08/2022 22:23:04, 2.79, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.sample.eatout.interaction_sample.add.choices_df
mp_households_1, 15/08/2022 22:23:04, 2.79, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.sample.eatout.interaction_sample.del.probs
mp_households_1, 15/08/2022 22:23:05, 2.79, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.sample.eatout.interaction_sample.add.choices_df
mp_households_1, 15/08/2022 22:23:05, 2.79, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.sample.eatout.interaction_sample.add.choices_df
mp_households_0, 15/08/2022 22:23:05, 2.77, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.logsums.othdiscr.compute_logsums.simple_simulate_logsums.eval_nl_logsums.add.raw_utilities
mp_households_0, 15/08/2022 22:23:05, 2.77, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.logsums.othdiscr.compute_logsums.simple_simulate_logsums.eval_nl_logsums.add.nested_exp_utilities
mp_households_0, 15/08/2022 22:23:05, 2.77, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.logsums.othdiscr.compute_logsums.simple_simulate_logsums.eval_nl_logsums.del.raw_utilities
mp_households_0, 15/08/2022 22:23:05, 2.77, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.logsums.othdiscr.compute_logsums.simple_simulate_logsums.eval_nl_logsums.add.logsums
mp_households_0, 15/08/2022 22:23:05, 2.77, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.logsums.othdiscr.compute_logsums.simple_simulate_logsums.eval_nl_logsums.del.nested_exp_utilities
mp_households_0, 15/08/2022 22:23:05, 2.77, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.simulate.othdiscr.interaction_sample_simulate.add.interaction_df
mp_households_0, 15/08/2022 22:23:05, 2.77, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.simulate.othdiscr.interaction_sample_simulate.add.interaction_utilities
mp_households_0, 15/08/2022 22:23:05, 2.77, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.simulate.othdiscr.interaction_sample_simulate.del.interaction_df
mp_households_0, 15/08/2022 22:23:05, 2.77, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.simulate.othdiscr.interaction_sample_simulate.add.sample_counts
mp_households_0, 15/08/2022 22:23:05, 2.77, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.simulate.othdiscr.interaction_sample_simulate.del.sample_counts
mp_households_0, 15/08/2022 22:23:05, 2.77, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.simulate.othdiscr.interaction_sample_simulate.del.interaction_utilities
mp_households_0, 15/08/2022 22:23:05, 2.77, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.simulate.othdiscr.interaction_sample_simulate.add.padded_utilities
mp_households_0, 15/08/2022 22:23:05, 2.77, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.simulate.othdiscr.interaction_sample_simulate.add.utilities_df
mp_households_0, 15/08/2022 22:23:05, 2.77, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.simulate.othdiscr.interaction_sample_simulate.del.padded_utilities
mp_households_0, 15/08/2022 22:23:05, 2.77, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.simulate.othdiscr.interaction_sample_simulate.add.probs
mp_households_0, 15/08/2022 22:23:05, 2.77, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.simulate.othdiscr.interaction_sample_simulate.add.logsums
mp_households_0, 15/08/2022 22:23:06, 2.77, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.simulate.othdiscr.interaction_sample_simulate.del.utilities_df
mp_households_0, 15/08/2022 22:23:06, 2.77, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.simulate.othdiscr.interaction_sample_simulate.add.positions
mp_households_0, 15/08/2022 22:23:06, 2.77, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.simulate.othdiscr.interaction_sample_simulate.add.rands
mp_households_0, 15/08/2022 22:23:06, 2.77, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.simulate.othdiscr.interaction_sample_simulate.del.probs
mp_households_0, 15/08/2022 22:23:06, 2.77, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.simulate.othdiscr.interaction_sample_simulate.add.choices
mp_households_1, 15/08/2022 22:23:06, 2.81, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.logsums.eatout.compute_logsums.simple_simulate_logsums.eval_nl_logsums.add.raw_utilities
mp_households_1, 15/08/2022 22:23:06, 2.81, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.logsums.eatout.compute_logsums.simple_simulate_logsums.eval_nl_logsums.add.nested_exp_utilities
mp_households_0, 15/08/2022 22:23:06, 2.77, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.sample.eatout.interaction_sample.add.interaction_df
mp_households_1, 15/08/2022 22:23:06, 2.81, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.logsums.eatout.compute_logsums.simple_simulate_logsums.eval_nl_logsums.del.raw_utilities
mp_households_1, 15/08/2022 22:23:06, 2.81, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.logsums.eatout.compute_logsums.simple_simulate_logsums.eval_nl_logsums.add.logsums
mp_households_0, 15/08/2022 22:23:06, 2.78, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.sample.eatout.interaction_sample.add.interaction_utilities
mp_households_1, 15/08/2022 22:23:06, 2.81, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.logsums.eatout.compute_logsums.simple_simulate_logsums.eval_nl_logsums.del.nested_exp_utilities
mp_households_0, 15/08/2022 22:23:06, 2.78, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.sample.eatout.interaction_sample.del.interaction_df
mp_households_1, 15/08/2022 22:23:06, 2.81, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.simulate.eatout.interaction_sample_simulate.add.interaction_df
mp_households_0, 15/08/2022 22:23:06, 2.78, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.sample.eatout.interaction_sample.add.utilities
mp_households_1, 15/08/2022 22:23:06, 2.81, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.simulate.eatout.interaction_sample_simulate.add.interaction_utilities
mp_households_0, 15/08/2022 22:23:06, 2.78, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.sample.eatout.interaction_sample.del.interaction_utilities
mp_households_1, 15/08/2022 22:23:06, 2.81, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.simulate.eatout.interaction_sample_simulate.del.interaction_df
mp_households_1, 15/08/2022 22:23:06, 2.81, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.simulate.eatout.interaction_sample_simulate.add.sample_counts
mp_households_1, 15/08/2022 22:23:06, 2.81, 1.08, 115.07, 7.0%, non_mandatory_tour_destination.simulate.eatout.interaction_sample_simulate.del.sample_counts
