trip_id,person_id,number_of_participants,trip_mode,PlanElementIndex,ActivityElement,ActivityType,x,y,departure_time
,3091849.0,,,15,activity,Home,-122.4127303,37.7133958,
,3109088.0,,,1,activity,Home,-122.4612763,37.75814,10.891
1019780913.0,3109088.0,1.0,BIKE,2,leg,,,,
,3109088.0,,,3,activity,eatout,-122.42764485140593,37.76626304547933,16.26
1019780917.0,3109088.0,1.0,BIKE,4,leg,,,,
,3109088.0,,,5,activity,Home,-122.4612763,37.75814,
,3117462.0,,,1,activity,Home,-122.465713,37.7631295,6.871
1022527849.0,3117462.0,1.0,DRIVEALONEFREE,2,leg,,,,
,3117462.0,,,3,activity,work,-122.29789506625306,37.84251728211908,16.239
1022527853.0,3117462.0,1.0,DRIVEALONEFREE,4,leg,,,,
,3117462.0,,,5,activity,Home,-122.465713,37.7631295,
,3125602.0,,,1,activity,Home,-122.4749355,37.7552448,8.103
1025197561.0,3125602.0,2.0,SHARED3FREE,2,leg,,,,
,3125602.0,,,3,activity,eatout,-122.4269762963252,37.724805677895,8.343
1025197565.0,3125602.0,2.0,SHARED2FREE,4,leg,,,,
,3125602.0,,,5,activity,social,-122.46269044583086,37.70140696720916,8.632
1025197566.0,3125602.0,2.0,SHARED3FREE,6,leg,,,,
,3125602.0,,,7,activity,Home,-122.47189022702067,37.752725058253006,11.373
1025197505.0,3125602.0,1.0,TNC_SHARED,8,leg,,,,
,3125602.0,,,9,activity,eatout,-122.46036066804943,37.765527543721504,12.243
1025197509.0,3125602.0,1.0,DRIVEALONEFREE,10,leg,,,,
,3125602.0,,,11,activity,Home,-122.4749355,37.7552448,16.161
1025197457.0,3125602.0,1.0,DRIVEALONEFREE,12,leg,,,,
,3125602.0,,,13,activity,atwork,-122.4040585807581,37.788539236164404,16.526
1025197461.0,3125602.0,1.0,DRIVEALONEFREE,14,leg,,,,
,3125602.0,,,15,activity,Work,-122.4749355,37.7552448,16.691
1025197769.0,3125602.0,1.0,DRIVEALONEFREE,16,leg,,,,
,3125602.0,,,17,activity,work,-122.42748655764223,37.79423516108127,23.203
1025197773.0,3125602.0,1.0,DRIVEALONEFREE,18,leg,,,,
,3125602.0,,,19,activity,work,-122.48002162100201,37.745489931977836,23.573
1025197774.0,3125602.0,1.0,WALK,20,leg,,,,
,3125602.0,,,21,activity,Home,-122.4749355,37.7552448,
,3125603.0,,,1,activity,Home,-122.4749355,37.7552448,8.813
1025198097.0,3125603.0,1.0,DRIVEALONEFREE,2,leg,,,,
,3125603.0,,,3,activity,work,-122.49935855802559,37.756023399593445,8.946
1025198098.0,3125603.0,1.0,DRIVEALONEFREE,4,leg,,,,
,3125603.0,,,5,activity,work,-122.49481354967855,37.73514840997906,17.009
1025198101.0,3125603.0,1.0,DRIVEALONEFREE,6,leg,,,,
,3125603.0,,,7,activity,Home,-122.4749355,37.7552448,18.337
1025197985.0,3125603.0,1.0,DRIVEALONEFREE,8,leg,,,,
,3125603.0,,,9,activity,othdiscr,-122.47605207011422,37.72997554614607,20.445
1025197989.0,3125603.0,1.0,DRIVEALONEFREE,10,leg,,,,
,3125603.0,,,11,activity,Home,-122.4749355,37.7552448,
,3134784.0,,,1,activity,Home,-122.4515262,37.7534924,8.312
1028209465.0,3134784.0,1.0,SHARED2FREE,2,leg,,,,
,3134784.0,,,3,activity,escort,-122.39910063980827,37.71975087708361,8.69
1028209466.0,3134784.0,1.0,SHARED2FREE,4,leg,,,,
,3134784.0,,,5,activity,work,-122.50652938968173,37.94273894272354,18.09
1028209469.0,3134784.0,1.0,SHARED2FREE,6,leg,,,,
,3134784.0,,,7,activity,shopping,-122.4345536744028,37.75667346379198,18.223
1028209470.0,3134784.0,1.0,SHARED2FREE,8,leg,,,,
,3134784.0,,,9,activity,Home,-122.4515262,37.7534924,18.411
1028209353.0,3134784.0,1.0,SHARED2FREE,10,leg,,,,
,3134784.0,,,11,activity,othdiscr,-122.44652407565722,37.721567708477615,19.751
1028209357.0,3134784.0,1.0,DRIVEALONEFREE,12,leg,,,,
,3134784.0,,,13,activity,Home,-122.4515262,37.7534924,20.443
1028209201.0,3134784.0,1.0,SHARED3FREE,14,leg,,,,
,3134784.0,,,15,activity,eatout,-122.4378986266771,37.761194084779376,20.484
1028209205.0,3134784.0,1.0,SHARED3FREE,16,leg,,,,
,3134784.0,,,17,activity,shopping,-122.40469222895923,37.78758055874207,20.605
1028209206.0,3134784.0,1.0,SHARED3FREE,18,leg,,,,
,3134784.0,,,19,activity,Home,-122.4515262,37.7534924,
,3134786.0,,,1,activity,Home,-122.4515262,37.7534924,8.793
1028209881.0,3134786.0,1.0,WALK,2,leg,,,,
,3134786.0,,,3,activity,escort,-122.47134266313654,37.76361104272867,22.515
1028209885.0,3134786.0,1.0,WALK,4,leg,,,,
,3134786.0,,,5,activity,Home,-122.4515262,37.7534924,
,3154513.0,,,1,activity,Home,-122.4683241,37.73401550000001,8.343
1034680337.0,3154513.0,1.0,TNC_SINGLE,2,leg,,,,
,3154513.0,,,3,activity,escort,-122.47911132308182,37.728329327606474,8.452
1034680341.0,3154513.0,1.0,TNC_SINGLE,4,leg,,,,
,3154513.0,,,5,activity,Home,-122.4683241,37.73401550000001,9.581
1034680529.0,3154513.0,1.0,DRIVEALONEFREE,6,leg,,,,
,3154513.0,,,7,activity,shopping,-122.4177843154971,37.76026916851105,10.16
1034680533.0,3154513.0,1.0,TNC_SHARED,8,leg,,,,
,3154513.0,,,9,activity,Home,-122.4683241,37.73401550000001,10.449
1034680345.0,3154513.0,1.0,SHARED2FREE,10,leg,,,,
,3154513.0,,,11,activity,escort,-122.30773869706114,37.527200073399555,16.077
1034680349.0,3154513.0,1.0,SHARED2FREE,12,leg,,,,
,3154513.0,,,13,activity,othmaint,-122.43660780268861,37.72510560894263,16.174
1034680350.0,3154513.0,1.0,SHARED2FREE,14,leg,,,,
,3154513.0,,,15,activity,social,-122.43685183140914,37.729269981289825,16.313
1034680351.0,3154513.0,1.0,SHARED2FREE,16,leg,,,,
,3154513.0,,,17,activity,Home,-122.4683241,37.73401550000001,
,3154514.0,,,1,activity,Home,-122.4683241,37.73401550000001,10.051
1034680793.0,3154514.0,1.0,WALK_LRF,2,leg,,,,
,3154514.0,,,3,activity,escort,-122.42265759803381,37.77194868136633,11.345
1034680794.0,3154514.0,1.0,WALK,4,leg,,,,
,3154514.0,,,5,activity,shopping,-122.40906291521863,37.760518180489775,13.894
1034680795.0,3154514.0,1.0,WALK,6,leg,,,,
,3154514.0,,,7,activity,othdiscr,-122.42051857954719,37.76729833744897,15.468
1034680797.0,3154514.0,1.0,WALK_LRF,8,leg,,,,
,3154514.0,,,9,activity,Home,-122.4683241,37.73401550000001,15.611
1034680641.0,3154514.0,1.0,DRIVEALONEFREE,10,leg,,,,
,3154514.0,,,11,activity,othdiscr,-122.4672061411568,37.74467685593078,15.826
1034680642.0,3154514.0,1.0,DRIVEALONEFREE,12,leg,,,,
,3154514.0,,,13,activity,othdiscr,-122.47793431311112,37.705045640966866,17.468
1034680643.0,3154514.0,1.0,DRIVEALONEFREE,14,leg,,,,
,3154514.0,,,15,activity,eatout,-122.46545746086444,37.71706642707692,21.537
1034680645.0,3154514.0,1.0,WALK,16,leg,,,,
,3154514.0,,,17,activity,Home,-122.4683241,37.73401550000001,
,3154515.0,,,1,activity,Home,-122.4683241,37.73401550000001,8.834
1034681169.0,3154515.0,1.0,WALK,2,leg,,,,
,3154515.0,,,3,activity,school,-122.46781579548315,37.73476440849619,14.118
1034681173.0,3154515.0,1.0,WALK,4,leg,,,,
,3154515.0,,,5,activity,Home,-122.4683241,37.73401550000001,
,3154516.0,,,1,activity,Home,-122.4683241,37.73401550000001,9.92
1034681497.0,3154516.0,1.0,WALK_LRF,2,leg,,,,
,3154516.0,,,3,activity,school,-122.46612469269776,37.74851545550393,15.225
1034681501.0,3154516.0,1.0,WALK_LRF,4,leg,,,,
,3154516.0,,,5,activity,Home,-122.4683241,37.73401550000001,15.554
1034681473.0,3154516.0,1.0,SHARED3FREE,6,leg,,,,
,3154516.0,,,7,activity,othmaint,-122.47595604576611,37.725073406608914,17.799
1034681477.0,3154516.0,1.0,SHARED3FREE,8,leg,,,,
,3154516.0,,,9,activity,Home,-122.4683241,37.73401550000001,
,3159613.0,,,1,activity,Home,-122.45467626607422,37.7275368970896,6.199
1036353377.0,3159613.0,1.0,SHARED2FREE,2,leg,,,,
,3159613.0,,,3,activity,work,-122.4620808,37.725621,11.344
1036353065.0,3159613.0,1.0,SHARED2FREE,4,leg,,,,
,3159613.0,,,5,activity,atwork,-122.54023354041558,37.995996376716484,13.949
1036353069.0,3159613.0,1.0,SHARED2FREE,6,leg,,,,
,3159613.0,,,7,activity,Work,-122.50701115860014,37.979351615980306,17.904
1036353097.0,3159613.0,1.0,SHARED3FREE,8,leg,,,,
,3159613.0,,,9,activity,atwork,-122.5160008835147,37.98941394158994,17.927
1036353101.0,3159613.0,1.0,SHARED3FREE,10,leg,,,,
,3159613.0,,,11,activity,Work,-122.5072250272944,37.982015259994036,19.439
1036353381.0,3159613.0,1.0,DRIVEALONEFREE,12,leg,,,,
,3159613.0,,,13,activity,Home,-122.45467626607422,37.7275368970896,
,3159614.0,,,1,activity,Home,-122.4620808,37.725621,11.851
1036353705.0,3159614.0,1.0,WALK_LOC,2,leg,,,,
,3159614.0,,,3,activity,work,-122.40662045676834,37.74464154818845,21.199
1036353709.0,3159614.0,1.0,WALK_LOC,4,leg,,,,
,3159614.0,,,5,activity,Home,-122.4620808,37.725621,
,3188977.0,,,1,activity,Home,-122.4608719,37.7178315,7.877
1045984769.0,3188977.0,1.0,DRIVEALONEFREE,2,leg,,,,
,3188977.0,,,3,activity,work,-122.39209904005942,37.639360189434925,20.692
1045984773.0,3188977.0,1.0,DRIVEALONEFREE,4,leg,,,,
,3188977.0,,,5,activity,Home,-122.4608719,37.7178315,
,3188978.0,,,1,activity,Home,-122.4608719,37.7178315,8.389
1045984857.0,3188978.0,1.0,SHARED3FREE,2,leg,,,,
,3188978.0,,,3,activity,escort,-122.46120243758948,37.709808320210236,8.962
1045984861.0,3188978.0,1.0,SHARED3FREE,4,leg,,,,
,3188978.0,,,5,activity,Home,-122.4608719,37.7178315,
,3188979.0,,,1,activity,Home,-122.4608719,37.7178315,10.394
1045985377.0,3188979.0,1.0,SHARED2FREE,2,leg,,,,
,3188979.0,,,3,activity,escort,-122.38264139095243,37.713112190274614,10.83
1045985378.0,3188979.0,1.0,SHARED2FREE,4,leg,,,,
,3188979.0,,,5,activity,shopping,-122.45746920571274,37.70965015334893,21.605
1045985381.0,3188979.0,1.0,SHARED2FREE,6,leg,,,,
,3188979.0,,,7,activity,Home,-122.4608719,37.7178315,
,3188980.0,,,1,activity,Home,-122.4608719,37.7178315,10.367
1045985729.0,3188980.0,1.0,SHARED2FREE,2,leg,,,,
,3188980.0,,,3,activity,social,-122.46033956764026,37.753594586462086,17.001
1045985733.0,3188980.0,1.0,SHARED2FREE,4,leg,,,,
,3188980.0,,,5,activity,shopping,-122.41246714987459,37.723115572809,18.27
1045985734.0,3188980.0,1.0,SHARED2FREE,6,leg,,,,
,3188980.0,,,7,activity,eatout,-122.48387639698706,37.72421284618099,18.542
1045985735.0,3188980.0,1.0,SHARED2FREE,8,leg,,,,
,3188980.0,,,9,activity,othmaint,-122.46111007270709,37.72213227846769,18.868
1045985736.0,3188980.0,1.0,SHARED2FREE,10,leg,,,,
,3188980.0,,,11,activity,Home,-122.4608719,37.7178315,
,3188981.0,,,1,activity,Home,-122.4608719,37.7178315,17.414
1045986057.0,3188981.0,1.0,SHARED2FREE,2,leg,,,,
,3188981.0,,,3,activity,social,-122.45007988024001,37.72590647860029,19.175
1045986061.0,3188981.0,1.0,SHARED3FREE,4,leg,,,,
,3188981.0,,,5,activity,Home,-122.4608719,37.7178315,
,3192617.0,,,1,activity,Home,-122.483894,37.7604592,7.452
1047178689.0,3192617.0,1.0,WALK_LRF,2,leg,,,,
,3192617.0,,,3,activity,work,-122.39176342882348,37.788345115920244,16.575
1047178693.0,3192617.0,1.0,WALK_LRF,4,leg,,,,
,3192617.0,,,5,activity,Home,-122.483894,37.7604592,16.835
1047178601.0,3192617.0,1.0,WALK,6,leg,,,,
,3192617.0,,,7,activity,othmaint,-122.45647837247704,37.764696554855114,20.411
1047178605.0,3192617.0,1.0,WALK,8,leg,,,,
,3192617.0,,,9,activity,Home,-122.483894,37.7604592,
,3192618.0,,,1,activity,Home,-122.483894,37.7604592,8.424
1047179017.0,3192618.0,1.0,WALK_LOC,2,leg,,,,
,3192618.0,,,3,activity,escort,-122.39943427703,37.78934505503523,9.979
1047179018.0,3192618.0,1.0,WALK,4,leg,,,,
,3192618.0,,,5,activity,work,-122.483894,37.7604592,12.583
1047178737.0,3192618.0,1.0,SHARED2FREE,6,leg,,,,
,3192618.0,,,7,activity,atwork,-122.43987411186087,37.78420876785204,15.121
1047178741.0,3192618.0,1.0,SHARED2FREE,8,leg,,,,
,3192618.0,,,9,activity,Work,-122.40023449655563,37.78886690250503,18.551
1047179021.0,3192618.0,1.0,WALK_LOC,10,leg,,,,
,3192618.0,,,11,activity,Home,-122.48572839311925,37.75567094109521,19.407
1047178753.0,3192618.0,1.0,WALK,12,leg,,,,
,3192618.0,,,13,activity,eatout,-122.47991843143105,37.76009697728774,21.379
1047178757.0,3192618.0,1.0,WALK,14,leg,,,,
,3192618.0,,,15,activity,Home,-122.483894,37.7604592,
,3192619.0,,,1,activity,Home,-122.483894,37.7604592,9.536
1047179345.0,3192619.0,1.0,WALK_LOC,2,leg,,,,
,3192619.0,,,3,activity,work,-122.39402175735748,37.79284710949435,19.372
1047179349.0,3192619.0,1.0,TNC_SHARED,4,leg,,,,
,3192619.0,,,5,activity,Home,-122.483894,37.7604592,19.978
1047179297.0,3192619.0,1.0,SHARED2FREE,6,leg,,,,
,3192619.0,,,7,activity,shopping,-122.4479957663433,37.728503925468736,20.795
1047179301.0,3192619.0,1.0,SHARED2FREE,8,leg,,,,
,3192619.0,,,9,activity,Home,-122.483894,37.7604592,
,3197339.0,,,1,activity,Home,-122.4825615,37.75677720000001,14.433
1048727393.0,3197339.0,1.0,SHARED3FREE,2,leg,,,,
,3197339.0,,,3,activity,othdiscr,-122.39037794561285,37.77811557720173,14.445
1048727397.0,3197339.0,1.0,WALK_LRF,4,leg,,,,
,3197339.0,,,5,activity,Home,-122.4825615,37.75677720000001,
,3197340.0,,,1,activity,Home,-122.4825615,37.75677720000001,14.574
1048727785.0,3197340.0,1.0,WALK_LOC,2,leg,,,,
,3197340.0,,,3,activity,shopping,-122.44188277243533,37.759171350387405,17.003
1048727789.0,3197340.0,1.0,WALK_LRF,4,leg,,,,
,3197340.0,,,5,activity,Home,-122.4825615,37.75677720000001,
,3206570.0,,,1,activity,Home,-122.477366,37.7439125,8.609
1051755225.0,3206570.0,1.0,TNC_SINGLE,2,leg,,,,
,3206570.0,,,3,activity,shopping,-122.4467713411524,37.728281095688565,17.129
1051755229.0,3206570.0,1.0,DRIVEALONEFREE,4,leg,,,,
,3206570.0,,,5,activity,Home,-122.477366,37.7439125,
,3206571.0,,,1,activity,Home,-122.48268487209305,37.74737213031546,7.003
1051755601.0,3206571.0,1.0,DRIVEALONEFREE,2,leg,,,,
,3206571.0,,,3,activity,work,-122.477366,37.7439125,10.182
1051755321.0,3206571.0,1.0,WALK,4,leg,,,,
,3206571.0,,,5,activity,work,-122.23628025222986,37.496094111741364,10.549
1051755322.0,3206571.0,1.0,WALK,6,leg,,,,
,3206571.0,,,7,activity,atwork,-122.24171685731802,37.48142590838956,13.513
1051755325.0,3206571.0,1.0,WALK,8,leg,,,,
,3206571.0,,,9,activity,Work,-122.23412800132513,37.483786578611046,17.256
1051755605.0,3206571.0,1.0,DRIVEALONEFREE,10,leg,,,,
,3206571.0,,,11,activity,Home,-122.48268487209305,37.74737213031546,
,3221590.0,,,1,activity,Home,-122.4836625,37.7417628,8.931
1056681593.0,3221590.0,1.0,WALK,2,leg,,,,
,3221590.0,,,3,activity,escort,-122.48853976895035,37.74044422654113,9.125
1056681597.0,3221590.0,1.0,DRIVEALONEFREE,4,leg,,,,
,3221590.0,,,5,activity,Home,-122.4836625,37.7417628,9.722
1056681601.0,3221590.0,1.0,SHARED2FREE,6,leg,,,,
,3221590.0,,,7,activity,escort,-122.43743507494337,37.781295412696124,9.925
1056681605.0,3221590.0,1.0,DRIVEALONEFREE,8,leg,,,,
,3221590.0,,,9,activity,Home,-122.4836625,37.7417628,11.278
1056681609.0,3221590.0,1.0,SHARED2FREE,10,leg,,,,
,3221590.0,,,11,activity,escort,-122.47979198133696,37.73253892791536,12.2
1056681613.0,3221590.0,1.0,DRIVEALONEFREE,12,leg,,,,
,3221590.0,,,13,activity,Home,-122.4836625,37.7417628,14.371
1056681721.0,3221590.0,1.0,DRIVEALONEFREE,14,leg,,,,
,3221590.0,,,15,activity,othdiscr,-122.27897142848276,37.981120330962504,17.063
1056681725.0,3221590.0,1.0,DRIVEALONEFREE,16,leg,,,,
,3221590.0,,,17,activity,escort,-122.29281923834975,37.96968070230602,17.076
1056681726.0,3221590.0,1.0,SHARED3FREE,18,leg,,,,
,3221590.0,,,19,activity,Home,-122.4836625,37.7417628,
,3221591.0,,,1,activity,Home,-122.4836625,37.7417628,11.997
1056682073.0,3221591.0,1.0,SHARED3FREE,2,leg,,,,
,3221591.0,,,3,activity,othmaint,-122.48859732024229,37.68073655983747,15.422
1056682077.0,3221591.0,1.0,SHARED3FREE,4,leg,,,,
,3221591.0,,,5,activity,Home,-122.4836625,37.7417628,
,3221592.0,,,1,activity,Home,-122.4836625,37.7417628,9.462
1056682425.0,3221592.0,1.0,SHARED3FREE,2,leg,,,,
,3221592.0,,,3,activity,school,-122.4788959247401,37.742380316981496,16.423
1056682429.0,3221592.0,1.0,SHARED2FREE,4,leg,,,,
,3221592.0,,,5,activity,Home,-122.4836625,37.7417628,16.438
1056682377.0,3221592.0,1.0,SHARED3FREE,6,leg,,,,
,3221592.0,,,7,activity,othdiscr,-122.46221713907917,37.76408242752549,21.387
1056682381.0,3221592.0,1.0,SHARED3FREE,8,leg,,,,
,3221592.0,,,9,activity,Home,-122.4836625,37.7417628,
,3221593.0,,,1,activity,Home,-122.4836625,37.7417628,10.152
1056682705.0,3221593.0,1.0,DRIVEALONEFREE,2,leg,,,,
,3221593.0,,,3,activity,othdiscr,-122.47276921281365,37.718001219101446,12.466
1056682709.0,3221593.0,1.0,DRIVEALONEFREE,4,leg,,,,
,3221593.0,,,5,activity,eatout,-122.43709512067959,37.73093983003976,12.693
1056682710.0,3221593.0,1.0,DRIVEALONEFREE,6,leg,,,,
,3221593.0,,,7,activity,shopping,-122.46493631482141,37.73236787226165,12.849
1056682711.0,3221593.0,1.0,DRIVEALONEFREE,8,leg,,,,
,3221593.0,,,9,activity,Home,-122.4836625,37.7417628,
,3241860.0,,,1,activity,Home,-122.49828482920498,37.753347585203436,10.197
1063330393.0,3241860.0,1.0,DRIVEALONEFREE,2,leg,,,,
,3241860.0,,,3,activity,work,-122.4987635,37.757932,13.558
1063330113.0,3241860.0,1.0,DRIVEALONEFREE,4,leg,,,,
,3241860.0,,,5,activity,atwork,-122.40122143244702,37.732193976465915,13.815
1063330117.0,3241860.0,1.0,DRIVEALONEFREE,6,leg,,,,
,3241860.0,,,7,activity,Work,-122.41243149423478,37.729348348989205,17.376
1063330397.0,3241860.0,1.0,DRIVEALONEFREE,8,leg,,,,
,3241860.0,,,9,activity,othdiscr,-122.44848064329872,37.74979240098835,17.389
1063330398.0,3241860.0,1.0,DRIVEALONEFREE,10,leg,,,,
,3241860.0,,,11,activity,escort,-122.39880822832353,37.73894471040265,17.906
1063330399.0,3241860.0,1.0,DRIVEALONEFREE,12,leg,,,,
,3241860.0,,,13,activity,Home,-122.49828482920498,37.753347585203436,
,3241863.0,,,1,activity,Home,-122.4987635,37.757932,8.036
1063331313.0,3241863.0,1.0,WALK,2,leg,,,,
,3241863.0,,,3,activity,school,-122.49905168210732,37.75976332798637,18.438
1063331317.0,3241863.0,1.0,WALK,4,leg,,,,
,3241863.0,,,5,activity,eatout,-122.49936526757948,37.75150864525965,18.74
1063331318.0,3241863.0,1.0,WALK,6,leg,,,,
,3241863.0,,,7,activity,Home,-122.4987635,37.757932,
,3241866.0,,,1,activity,Home,-122.4987635,37.757932,11.905
1063332297.0,3241866.0,1.0,WALK,2,leg,,,,
,3241866.0,,,3,activity,school,-122.50244570332902,37.75904944748149,13.872
1063332301.0,3241866.0,1.0,WALK,4,leg,,,,
,3241866.0,,,5,activity,Home,-122.4987635,37.757932,18.202
1063332313.0,3241866.0,1.0,SHARED2FREE,6,leg,,,,
,3241866.0,,,7,activity,shopping,-122.45410991054715,37.68321193605881,19.606
1063332314.0,3241866.0,1.0,SHARED2FREE,8,leg,,,,
,3241866.0,,,9,activity,shopping,-122.46950867592454,37.66559764906741,20.777
1063332317.0,3241866.0,1.0,SHARED2FREE,10,leg,,,,
,3241866.0,,,11,activity,shopping,-122.47367812514922,37.67237073961597,21.596
1063332318.0,3241866.0,1.0,SHARED2FREE,12,leg,,,,
,3241866.0,,,13,activity,Home,-122.4987635,37.757932,
,3241869.0,,,1,activity,Home,-122.4987635,37.757932,5.285
1063333105.0,3241869.0,1.0,WALK_LRF,2,leg,,,,
,3241869.0,,,3,activity,escort,-122.50996387322135,37.763020052458636,5.952
1063333109.0,3241869.0,1.0,TNC_SINGLE,4,leg,,,,
,3241869.0,,,5,activity,Home,-122.4987635,37.757932,10.403
1063333113.0,3241869.0,1.0,DRIVEALONEFREE,6,leg,,,,
,3241869.0,,,7,activity,escort,-122.48323306153358,37.73209252305521,10.925
1063333117.0,3241869.0,1.0,DRIVEALONEFREE,8,leg,,,,
,3241869.0,,,9,activity,Home,-122.4987635,37.757932,14.469
1063333345.0,3241869.0,1.0,DRIVE_HVY,10,leg,,,,
,3241869.0,,,11,activity,work,-122.26073294877352,37.807715565671636,21.872
1063333349.0,3241869.0,1.0,DRIVE_HVY,12,leg,,,,
,3241869.0,,,13,activity,Home,-122.4987635,37.757932,
,3244025.0,,,1,activity,Home,-122.4975611,37.75611170000001,12.604
1064040273.0,3244025.0,1.0,SHARED3FREE,2,leg,,,,
,3244025.0,,,3,activity,escort,-122.49050674893113,37.75382654548454,13.563
1064040277.0,3244025.0,1.0,SHARED3FREE,4,leg,,,,
,3244025.0,,,5,activity,shopping,-122.44683337481844,37.73122622807344,13.821
1064040278.0,3244025.0,1.0,SHARED2FREE,6,leg,,,,
,3244025.0,,,7,activity,Home,-122.4975611,37.75611170000001,15.004
1064040401.0,3244025.0,1.0,WALK_LOC,8,leg,,,,
,3244025.0,,,9,activity,othdiscr,-122.42082253903966,37.77393430794169,16.725
1064040405.0,3244025.0,1.0,WALK_LRF,10,leg,,,,
,3244025.0,,,11,activity,Home,-122.4975611,37.75611170000001,
,3244026.0,,,1,activity,Home,-122.4975611,37.75611170000001,7.307
1064040841.0,3244026.0,1.0,WALK_LRF,2,leg,,,,
,3244026.0,,,3,activity,work,-122.4068825203681,37.7835160534137,16.052
1064040845.0,3244026.0,1.0,WALK_LOC,4,leg,,,,
,3244026.0,,,5,activity,Home,-122.4975611,37.75611170000001,
,3244027.0,,,1,activity,Home,-122.4975611,37.75611170000001,7.587
1064041105.0,3244027.0,1.0,SHARED3FREE,2,leg,,,,
,3244027.0,,,3,activity,school,-122.48772889260394,37.744878493844,15.024
1064041109.0,3244027.0,1.0,WALK,4,leg,,,,
,3244027.0,,,5,activity,Home,-122.4975611,37.75611170000001,
,3250681.0,,,1,activity,Home,-122.5072053,37.7556911,13.645
1066223633.0,3250681.0,1.0,WALK_LOC,2,leg,,,,
,3250681.0,,,3,activity,shopping,-122.46947918064667,37.75102982983836,13.983
1066223637.0,3250681.0,1.0,TNC_SINGLE,4,leg,,,,
,3250681.0,,,5,activity,Home,-122.5072053,37.7556911,
,3250682.0,,,1,activity,Home,-122.5072053,37.7556911,14.648
1066223897.0,3250682.0,1.0,WALK,2,leg,,,,
,3250682.0,,,3,activity,othdiscr,-122.50514476633742,37.752564200743016,14.665
1066223901.0,3250682.0,1.0,WALK,4,leg,,,,
,3250682.0,,,5,activity,Home,-122.5072053,37.7556911,
,3259177.0,,,1,activity,Home,-122.50129027627823,37.74195906102784,7.019
1069010369.0,3259177.0,1.0,DRIVEALONEFREE,2,leg,,,,
,3259177.0,,,3,activity,work,-122.4954492,37.7412429,12.042
1069010089.0,3259177.0,1.0,WALK,4,leg,,,,
,3259177.0,,,5,activity,atwork,-122.47246002668668,37.721038770220595,13.204
1069010093.0,3259177.0,1.0,WALK,6,leg,,,,
,3259177.0,,,7,activity,Work,-122.46362048271088,37.74161207229116,17.706
1069010373.0,3259177.0,1.0,DRIVEALONEFREE,8,leg,,,,
,3259177.0,,,9,activity,Home,-122.50129027627823,37.74195906102784,
,3259180.0,,,1,activity,Home,-122.49524163552493,37.74705430728942,8.035
1069011161.0,3259180.0,2.0,SHARED3FREE,2,leg,,,,
,3259180.0,,,3,activity,othdiscr,-122.40163719284887,37.76302730223996,8.549
1069011165.0,3259180.0,2.0,SHARED2FREE,4,leg,,,,
,3259180.0,,,5,activity,Home,-122.4954492,37.7412429,8.992
1069011353.0,3259180.0,1.0,DRIVEALONEFREE,6,leg,,,,
,3259180.0,,,7,activity,work,-122.4954492,37.7412429,10.34
1069011073.0,3259180.0,1.0,DRIVEALONEFREE,8,leg,,,,
,3259180.0,,,9,activity,atwork,-122.44728238002817,37.77635573619209,11.076
1069011077.0,3259180.0,1.0,DRIVEALONEFREE,10,leg,,,,
,3259180.0,,,11,activity,Work,-122.44253382923387,37.76138521528491,21.587
1069011357.0,3259180.0,1.0,DRIVEALONEFREE,12,leg,,,,
,3259180.0,,,13,activity,escort,-122.43860687837761,37.7072472231898,21.839
1069011358.0,3259180.0,1.0,DRIVEALONEFREE,14,leg,,,,
,3259180.0,,,15,activity,Home,-122.49524163552493,37.74705430728942,
,3259183.0,,,1,activity,Home,-122.4954492,37.7412429,8.117
1069012273.0,3259183.0,1.0,WALK_LRF,2,leg,,,,
,3259183.0,,,3,activity,othdiscr,-122.4213834550444,37.77016777892495,8.545
1069012274.0,3259183.0,1.0,WALK_LRF,4,leg,,,,
,3259183.0,,,5,activity,school,-122.48063842102606,37.743280301170756,15.36
1069012277.0,3259183.0,1.0,WALK_LRF,6,leg,,,,
,3259183.0,,,7,activity,Home,-122.4954492,37.7412429,
,3259186.0,,,1,activity,Home,-122.4954492,37.7412429,7.79
1069013257.0,3259186.0,1.0,BIKE,2,leg,,,,
,3259186.0,,,3,activity,school,-122.49305599397243,37.74695960163908,15.898
1069013261.0,3259186.0,1.0,BIKE,4,leg,,,,
,3259186.0,,,5,activity,othdiscr,-122.47582467155281,37.74024952440416,16.328
1069013262.0,3259186.0,1.0,BIKE,6,leg,,,,
,3259186.0,,,7,activity,Home,-122.4954492,37.7412429,
,3272948.0,,,1,activity,Home,-122.4618096,37.7839984,9.978
1073527257.0,3272948.0,1.0,WALK_LRF,2,leg,,,,
,3272948.0,,,3,activity,work,-122.3928398907437,37.78136355286336,19.371
1073527261.0,3272948.0,1.0,TNC_SINGLE,4,leg,,,,
,3272948.0,,,5,activity,Home,-122.4618096,37.7839984,
,3272949.0,,,1,activity,Home,-122.4618096,37.7839984,12.028
1073527305.0,3272949.0,1.0,WALK,2,leg,,,,
,3272949.0,,,3,activity,atwork,-122.4594594038655,37.78435469467207,12.395
1073527585.0,3272949.0,1.0,WALK_LOC,4,leg,,,,
,3272949.0,,,5,activity,othmaint,-122.42492655286136,37.78852611894084,12.744
1073527586.0,3272949.0,1.0,WALK_LOC,6,leg,,,,
,3272949.0,,,7,activity,work,-122.40037537599937,37.78758839073159,13.217
