TAZ,size_term,shadow_price_size_term_adjustment,shadow_price_utility_adjustment,TAZ,TAZ_chooser,school_segment,household_id
1385,591.0,1,0,1385,755,1,456291
1386,536.0,1,0,1386,755,1,456291
1387,540.0,1,0,1387,755,1,456291
1388,355.0,1,0,1388,755,1,456291
1389,561.0,1,0,1389,755,1,456291
1390,475.0,1,0,1390,755,1,456291
1391,607.0,1,0,1391,755,1,456291
1392,501.0,1,0,1392,755,1,456291
1393,375.0,1,0,1393,755,1,456291
1394,2423.0,1,0,1394,755,1,456291
1395,2024.0,1,0,1395,755,1,456291
1396,2263.0,1,0,1396,755,1,456291
1397,806.0,1,0,1397,755,1,456291
1398,703.0,1,0,1398,755,1,456291
1399,823.0,1,0,1399,755,1,456291
1400,383.0,1,0,1400,755,1,456291
1401,594.0,1,0,1401,755,1,456291
1402,1932.0,1,0,1402,755,1,456291
1403,428.0,1,0,1403,755,1,456291
1404,433.0,1,0,1404,755,1,456291
1405,536.0,1,0,1405,755,1,456291
1406,237.0,1,0,1406,755,1,456291
1407,1590.0,1,0,1407,755,1,456291
1408,902.0,1,0,1408,755,1,456291
1409,1303.0,1,0,1409,755,1,456291
1410,797.0,1,0,1410,755,1,456291
1411,1093.0,1,0,1411,755,1,456291
1412,2147.0,1,0,1412,755,1,456291
1413,437.0,1,0,1413,755,1,456291
1414,1562.0,1,0,1414,755,1,456291
1415,516.0,1,0,1415,755,1,456291
1416,179.0,1,0,1416,755,1,456291
1417,82.0,1,0,1417,755,1,456291
1418,731.0,1,0,1418,755,1,456291
1419,520.0,1,0,1419,755,1,456291
1420,1500.0,1,0,1420,755,1,456291
1421,1393.0,1,0,1421,755,1,456291
1422,929.0,1,0,1422,755,1,456291
1423,1267.0,1,0,1423,755,1,456291
1424,500.0,1,0,1424,755,1,456291
1425,856.0,1,0,1425,755,1,456291
1426,828.0,1,0,1426,755,1,456291
1427,658.0,1,0,1427,755,1,456291
1428,1963.0,1,0,1428,755,1,456291
1429,740.0,1,0,1429,755,1,456291
1430,735.0,1,0,1430,755,1,456291
1431,1189.0,1,0,1431,755,1,456291
1432,916.0,1,0,1432,755,1,456291
1433,701.0,1,0,1433,755,1,456291
1434,977.0,1,0,1434,755,1,456291
1435,673.0,1,0,1435,755,1,456291
1436,920.0,1,0,1436,755,1,456291
1437,993.0,1,0,1437,755,1,456291
1438,1183.0,1,0,1438,755,1,456291
1439,0.0,1,0,1439,755,1,456291
1440,1321.0,1,0,1440,755,1,456291
1441,1132.0,1,0,1441,755,1,456291
1442,1262.0,1,0,1442,755,1,456291
1443,699.0,1,0,1443,755,1,456291
1444,669.0,1,0,1444,755,1,456291
1445,1170.0,1,0,1445,755,1,456291
1446,988.0,1,0,1446,755,1,456291
1447,373.0,1,0,1447,755,1,456291
1448,508.0,1,0,1448,755,1,456291
1449,349.0,1,0,1449,755,1,456291
1450,1371.0,1,0,1450,755,1,456291
1451,905.0,1,0,1451,755,1,456291
1452,992.0,1,0,1452,755,1,456291
1453,77.0,1,0,1453,755,1,456291
1454,183.0,1,0,1454,755,1,456291
