TAZ,university,gradeschool,highschool
1370,0,59,0
1371,0,36,100
1372,0,67,0
1373,8,42,0
1374,0,59,0
1375,0,53,0
1376,0,93,0
1377,0,72,0
1378,0,95,0
1379,0,58,0
1380,0,81,78
1381,0,89,9
1382,0,34,0
1383,0,24,0
1384,0,29,45
1385,0,17,0
1386,0,11,0
1387,0,11,0
1388,0,8,0
1389,0,14,0
1390,0,14,0
1391,0,11,0
1392,0,11,0
1393,0,13,32
1394,0,60,0
1395,0,64,0
1396,0,92,36
1397,0,27,3
1398,0,38,0
1399,0,59,37
1400,0,19,0
1401,0,17,0
1402,0,95,25
1403,0,19,0
1404,0,4,0
1405,0,14,0
1406,0,2,0
1407,0,36,0
1408,0,23,0
1409,0,100,34
1410,0,52,0
1411,0,38,0
1412,0,110,44
1413,0,18,0
1414,0,62,0
1415,0,22,11
1416,0,8,0
1417,0,0,0
1418,0,16,0
1419,0,16,0
1420,0,27,3
1421,0,39,40
1422,0,38,0
1423,0,36,0
1424,0,17,0
1425,0,22,0
1426,0,19,0
1427,69,37,30
1428,0,138,0
1429,0,16,0
1430,0,32,0
1431,0,40,13
1432,20,38,0
1433,0,31,33
1434,0,34,0
1435,0,17,6
1436,150,25,27
1437,0,28,0
1438,0,49,0
1439,0,0,0
1440,0,12,39
1441,0,34,0
1442,0,47,0
1443,0,35,39
1444,24,21,0
1445,0,46,0
1446,0,26,0
1447,0,7,0
1448,0,6,0
1449,0,11,0
1450,0,25,0
1451,0,13,0
1452,0,28,0
1453,0,0,0
1454,0,4,0
