TAZ,work_low,work_med,work_high,work_veryhigh
890,13,16,36,77
891,20,64,89,254
892,5,15,24,66
893,3,13,13,25
894,6,13,13,36
895,19,31,43,101
896,15,22,44,94
897,5,15,16,47
898,9,14,29,66
899,122,281,514,1252
900,54,164,232,665
901,48,92,156,368
902,33,80,105,333
903,6,12,11,49
904,10,16,34,61
905,29,66,110,213
906,3,9,17,28
907,4,12,19,48
908,25,44,55,156
909,13,14,22,56
910,0,2,6,14
911,6,9,27,78
912,4,11,13,29
913,3,14,16,23
914,21,31,50,94
915,6,27,23,70
916,3,6,7,19
917,14,31,40,95
918,4,18,12,29
919,14,28,37,91
920,7,17,30,65
921,8,10,18,25
922,39,105,135,356
923,69,132,217,483
924,15,50,58,114
925,21,29,57,141
926,77,137,233,467
927,8,14,19,33
928,12,16,24,61
929,1,2,6,8
930,62,80,113,243
931,16,46,90,197
932,0,0,0,0
933,9,23,32,65
934,8,7,15,27
935,6,7,13,45
936,2,5,9,36
937,10,9,8,24
938,14,29,39,97
939,30,79,99,238
940,6,11,22,41
941,34,84,102,182
942,71,130,156,310
943,7,19,21,49
944,11,33,27,88
945,26,51,69,160
946,59,165,205,526
947,2,1,3,6
948,11,23,33,86
949,44,82,125,308
950,7,12,18,42
951,16,39,28,83
952,2,5,2,7
953,5,9,16,33
954,5,16,23,45
955,13,19,35,79
956,101,157,232,611
957,5,24,15,49
958,21,38,48,103
959,12,11,22,45
960,16,34,50,114
961,10,8,14,44
962,15,21,24,83
963,14,10,26,56
964,41,66,100,194
965,3,11,24,22
966,47,91,99,198
967,12,30,30,70
968,30,70,74,171
969,14,28,26,51
970,13,15,13,39
971,6,9,4,19
972,9,18,23,105
973,17,25,27,55
974,46,97,142,271
975,4,4,11,19
976,10,13,15,27
977,6,15,17,30
978,29,63,70,183
979,5,20,12,22
980,5,15,18,44
981,3,7,2,19
982,1,3,1,4
983,51,81,112,262
984,63,124,171,443
985,21,41,38,114
986,27,96,126,304
987,4,14,17,40
988,2,2,6,17
989,1,6,5,14
990,7,22,32,69
991,4,10,10,22
992,3,9,13,28
993,2,3,5,8
994,4,8,8,14
995,5,7,7,26
996,23,41,61,130
997,3,15,10,28
998,10,15,28,56
999,6,13,11,30
1000,24,50,62,145
1001,10,12,13,48
1002,23,79,66,138
1003,9,16,25,38
1004,32,52,79,187
1005,26,33,80,162
1006,3,18,14,30
1007,10,19,22,30
1008,0,1,3,10
1009,6,14,18,31
1010,77,129,146,319
1011,86,168,227,575
1012,7,23,31,83
1013,8,22,23,63
1014,15,39,65,129
